Date,HDB,MBB,JVC,ACB,VND,PVT,AAA,TPB,HAH,VHM,VNM,VHC,PNJ,BVH,GAS,BCM,FRT,SAB,DHG,VIC,VJC,MSN,SLS,RAL,DBC,PTB,OGC,KPF,DRC,DAH
2018-05-18,15172.8,12206.9,3470.0,14094.2,20741.3,18300.0,15065.7,14054.7,14200.0,114700.0,139858.0,24600.0,61701.3,97000.0,115000.0,22200.0,51195.3,252400.0,103000.0,101653.0,158333.0,92500.0,64100.0,113900.0,6923.0,63526.0,2300.0,18862.8,20000.0,4564.0
2018-05-21,15378.6,11924.9,3470.0,13896.6,20042.2,18000.0,14869.6,13983.7,14200.0,114700.0,135689.0,24936.0,61360.4,90300.0,108500.0,22000.0,50104.0,251000.0,103500.0,94545.0,153333.0,89000.0,63000.0,113900.0,7205.0,63857.0,2310.0,19349.6,20000.0,4564.0
2018-05-22,14592.9,11602.6,3350.0,13534.3,18643.9,17800.0,14398.8,13865.4,13900.0,71097.0,132419.0,23977.0,60303.6,84000.0,105900.0,22000.0,50104.0,247900.0,102000.0,87934.0,147417.0,85000.0,62000.0,113800.0,7049.0,62798.0,2300.0,19410.4,19950.0,4392.0
2018-05-23,14106.4,11804.1,3430.0,13666.1,19948.9,18500.0,15379.6,13912.8,13950.0,66346.0,136752.0,24169.0,61019.5,87000.0,113300.0,25500.0,50392.9,243000.0,103000.0,85124.0,148333.0,85000.0,63900.0,115000.0,7174.0,62798.0,2320.0,19471.3,21300.0,4501.0
2018-05-24,13283.2,11783.9,3350.0,13501.4,19110.0,18150.0,16007.4,13865.4,14000.0,68872.0,137324.0,24600.0,61019.5,86000.0,113200.0,25500.0,51073.4,242800.0,101000.0,86033.0,142917.0,84500.0,64500.0,115000.0,7143.0,61541.0,2290.0,19471.3,20200.0,4483.0
2018-05-25,13189.7,11360.9,3250.0,13172.1,17898.1,17950.0,16242.8,13723.5,13850.0,70676.0,135689.0,25080.0,59315.0,86000.0,105300.0,25500.0,51073.4,234000.0,100000.0,88430.0,132917.0,83500.0,64900.0,115000.0,6829.0,62203.0,2250.0,19410.4,19900.0,4492.0
2018-05-28,12273.0,10595.5,3050.0,11920.8,16686.3,17100.0,15693.5,12824.3,13850.0,70376.0,134872.0,23545.0,55190.2,82000.0,98000.0,23500.0,49818.4,232000.0,96000.0,91736.0,123667.0,80000.0,64000.0,107500.0,6328.0,60747.0,2100.0,18254.3,19700.0,4510.0
2018-05-29,13114.9,11320.6,3230.0,12941.6,17851.5,17000.0,15771.9,13628.8,14000.0,69774.0,137814.0,24360.0,56247.0,83400.0,96000.0,24000.0,49654.7,229000.0,101000.0,90909.0,126667.0,80000.0,66900.0,107500.0,6861.0,60747.0,2160.0,18254.3,20750.0,4528.0
2018-05-30,13732.3,11099.0,3120.0,12645.2,17292.2,17000.0,15615.0,13581.5,14100.0,70376.0,135280.0,24408.0,55224.3,84900.0,89300.0,24000.0,47472.1,229000.0,100000.0,91736.0,122500.0,80000.0,66600.0,107500.0,6861.0,61144.0,2130.0,17037.4,20300.0,4619.0
2018-05-31,14592.9,11723.5,3180.0,13172.1,17898.1,17000.0,15850.4,13250.2,14200.0,69233.0,134218.0,25320.0,56928.8,86500.0,90400.0,24000.0,49327.3,240000.0,104500.0,95868.0,124000.0,81000.0,67300.0,110900.0,6986.0,61144.0,2200.0,18223.9,21000.0,4619.0
2018-06-01,15416.0,11783.9,3230.0,13336.8,17804.9,16700.0,16556.6,13250.2,14200.0,70075.0,137487.0,25463.0,58190.1,90700.0,92500.0,22500.0,49272.7,245000.0,104500.0,98347.0,132667.0,83900.0,69500.0,110900.0,6955.0,61541.0,2190.0,19410.4,20600.0,4691.0
2018-06-04,16089.6,12267.4,3250.0,13830.7,18317.6,16400.0,17694.4,13960.1,14200.0,70917.0,143046.0,27094.0,58974.1,94900.0,92300.0,21700.0,48563.4,241600.0,109000.0,99174.0,141917.0,84200.0,74000.0,107600.0,6422.0,62600.0,2170.0,19440.9,21150.0,4664.0
2018-06-05,16164.4,12267.4,3380.0,13731.9,19576.1,17000.0,17694.4,13912.8,14300.0,70977.0,145931.0,28964.0,61019.5,94900.0,98700.0,23300.0,48617.9,247600.0,115000.0,100083.0,144167.0,85400.0,72000.0,106500.0,6360.0,63526.0,2190.0,19106.2,21400.0,4628.0
2018-06-06,16164.4,12307.6,3320.0,14258.8,20927.7,17200.0,18047.5,13676.1,14150.0,72180.0,144282.0,29731.0,63030.7,95100.0,102900.0,21000.0,48727.1,247000.0,110000.0,102562.0,145500.0,85500.0,70000.0,103700.0,6485.0,65180.0,2160.0,19106.2,22400.0,4646.0
2018-06-07,16688.2,12448.7,3400.0,13962.4,19902.3,17250.0,17262.8,13676.1,14100.0,72180.0,146178.0,30930.0,62383.0,95900.0,99600.0,20000.0,49109.0,248000.0,110000.0,102645.0,149167.0,87300.0,73000.0,105900.0,6735.0,66768.0,2180.0,19106.2,23500.0,4936.0
2018-06-08,16239.2,12388.2,3390.0,14193.0,20508.3,17000.0,17184.4,13557.8,14000.0,72180.0,145931.0,28964.0,62621.7,95900.0,97500.0,21000.0,49054.5,245000.0,109000.0,102645.0,149167.0,86000.0,77000.0,105000.0,6673.0,66173.0,2140.0,19106.2,23200.0,4909.0
2018-06-11,15678.0,12206.9,3320.0,14028.3,20508.3,16800.0,16556.6,13486.9,14000.0,72180.0,148487.0,28149.0,62042.1,95900.0,97200.0,20500.0,49109.0,243000.0,107600.0,102727.0,153333.0,85000.0,80000.0,105000.0,6579.0,66173.0,2200.0,19045.3,23000.0,4737.0
2018-06-12,15303.8,11864.5,3180.0,13699.0,19576.1,16350.0,16125.1,13344.9,14700.0,70977.0,149229.0,28389.0,60678.6,93400.0,92200.0,20000.0,48563.4,239000.0,104600.0,102810.0,149167.0,82400.0,80400.0,105000.0,6704.0,65180.0,2150.0,18984.5,21679.0,4755.0
2018-06-13,15341.2,11884.6,3260.0,13666.1,19995.5,16550.0,16438.9,13344.9,14200.0,70977.0,149229.0,28868.0,59485.5,92500.0,96600.0,20000.0,49109.0,235100.0,105000.0,105785.0,149750.0,83500.0,82000.0,104700.0,6516.0,65313.0,2150.0,17767.5,23079.0,4791.0
2018-06-14,14667.7,11522.1,3410.0,13369.7,18830.3,16100.0,16713.6,13250.2,14350.0,70376.0,148404.0,29971.0,60849.0,87000.0,94000.0,20500.0,47472.1,233100.0,105000.0,104132.0,145833.0,84500.0,81100.0,105000.0,6704.0,65313.0,2150.0,18254.3,22983.0,4728.0
2018-06-15,14630.3,11844.3,3640.0,13600.2,19110.0,16450.0,16438.9,13155.6,15300.0,70075.0,148404.0,29971.0,60849.0,85500.0,95900.0,20000.0,47526.6,234600.0,104900.0,102066.0,144167.0,85000.0,81500.0,104600.0,6641.0,64916.0,2150.0,18254.3,22983.0,4709.0
2018-06-18,13769.7,11280.3,3680.0,13106.3,18084.5,16250.0,15536.5,12777.0,15100.0,70075.0,142386.0,28053.0,57781.0,86000.0,88004.0,20000.0,47526.6,232000.0,103000.0,101983.0,137500.0,84000.0,80000.0,104700.0,6579.0,64452.0,2090.0,18071.8,22210.0,4709.0
2018-06-19,13769.7,11078.9,3430.0,12842.8,17338.8,15500.0,14673.4,12824.3,14450.0,69173.0,137109.0,27238.0,54201.6,82000.0,85071.0,19500.0,44252.7,225000.0,100000.0,101653.0,133333.0,80000.0,79000.0,103500.0,6579.0,60879.0,1990.0,18010.9,22886.0,4737.0
2018-06-20,14080.0,11240.0,3490.0,12974.5,17898.1,15700.0,15418.8,12966.3,14200.0,69173.0,139170.0,27813.0,54713.0,83000.0,89960.0,19000.0,45016.6,227900.0,101500.0,103306.0,141667.0,81000.0,75000.0,101200.0,6422.0,60879.0,2040.0,18619.4,22983.0,4746.0
2018-06-21,14157.6,10917.7,3250.0,12579.4,17711.7,15500.0,15065.7,12966.3,14000.0,69173.0,140160.0,26998.0,52667.6,81000.0,87124.0,20000.0,43652.5,226000.0,100000.0,102479.0,144250.0,81000.0,76300.0,102300.0,6266.0,59556.0,2040.0,18619.4,22307.0,4746.0
2018-06-22,14506.6,11240.0,3250.0,12974.5,17618.5,15400.0,15379.6,13013.6,14150.0,68691.0,146756.0,27573.0,53690.3,85000.0,88689.0,21700.0,43106.8,226000.0,104600.0,101488.0,145750.0,81000.0,78300.0,102000.0,6422.0,59556.0,2080.0,18923.6,22500.0,4746.0
2018-06-25,14467.9,11360.9,3370.0,12941.6,17898.1,15500.0,15261.9,13155.6,13850.0,69473.0,147745.0,27813.0,52923.3,86700.0,88982.0,21800.0,43215.9,225300.0,104500.0,102231.0,144167.0,83000.0,79400.0,101500.0,6641.0,61210.0,2080.0,18254.3,23350.0,4728.0
2018-06-26,14273.9,11240.0,3320.0,12744.0,17525.2,15250.0,15144.2,13155.6,13800.0,69173.0,145024.0,28628.0,52258.5,84000.0,88004.0,21800.0,43106.8,222700.0,104000.0,102149.0,144083.0,82500.0,80000.0,101500.0,6641.0,59556.0,2060.0,18254.3,24350.0,4728.0
2018-06-27,14041.2,10998.3,3330.0,12348.9,16779.5,15600.0,14791.1,13084.6,13800.0,66165.0,144282.0,29252.0,49599.6,83300.0,88200.0,22000.0,43925.3,222700.0,103500.0,103471.0,142167.0,81000.0,81000.0,102900.0,6767.0,58000.0,2060.0,18984.5,24000.0,4728.0
2018-06-28,13420.6,10676.0,3260.0,11887.8,15940.5,15200.0,14830.3,12777.0,13700.0,66165.0,140160.0,28676.0,46173.6,81700.0,87300.0,20000.0,43925.3,219400.0,102000.0,107500.0,138417.0,79000.0,79000.0,102000.0,6892.0,55900.0,2010.0,18254.3,23900.0,4728.0
2018-06-29,14021.8,10555.2,3260.0,11723.2,16173.6,15250.0,14830.3,13013.6,13500.0,67609.0,140160.0,28149.0,44486.2,81300.0,88500.0,19000.0,44198.1,225500.0,102000.0,107500.0,141800.0,79000.0,78600.0,102300.0,6892.0,56000.0,2010.0,18862.8,23600.0,4737.0
2018-07-02,14041.2,10011.3,3130.0,10965.8,15381.2,14900.0,14320.3,12777.0,12800.0,66947.0,140984.0,27573.0,41418.2,77000.0,88400.0,19500.0,42561.2,230000.0,100000.0,107200.0,139000.0,76000.0,77000.0,101800.0,6923.0,55900.0,1980.0,18619.4,23300.0,4737.0
2018-07-03,13459.4,9447.3,2920.0,10208.4,14355.8,14400.0,14359.5,12351.1,12500.0,62316.0,140160.0,26662.0,38861.5,73500.0,83000.0,18000.0,42561.2,228100.0,98200.0,99700.0,133000.0,74000.0,78000.0,99900.0,6861.0,55900.0,1950.0,18436.9,22300.0,5054.0
2018-07-04,13304.2,9628.6,2980.0,10537.7,14961.7,14500.0,14241.8,12043.5,12800.0,66646.0,137686.0,27094.0,41571.6,71000.0,79500.0,15800.0,42561.2,226000.0,99900.0,105000.0,131000.0,74100.0,76500.0,99900.0,6923.0,55000.0,1950.0,18315.2,22300.0,5072.0
2018-07-05,12722.4,9084.7,2950.0,9846.2,14915.1,14500.0,13731.8,11972.5,12500.0,68571.0,136038.0,26087.0,41571.6,70200.0,74000.0,14900.0,40378.5,220000.0,105200.0,106500.0,129500.0,73900.0,75000.0,98700.0,6892.0,54800.0,1820.0,18315.2,22200.0,5244.0
2018-07-06,13575.7,9708.1,3000.0,10801.1,15940.5,14500.0,14320.3,12635.1,12550.0,67669.0,136862.0,27382.0,44230.6,75000.0,79100.0,14900.0,39287.2,220000.0,104000.0,106200.0,132900.0,74000.0,75000.0,94200.0,7362.0,54900.0,1820.0,18132.6,22300.0,5606.0
2018-07-09,13653.3,9780.0,2970.0,10867.0,15707.5,14600.0,14006.4,12777.0,12550.0,67849.0,137686.0,27334.0,42185.2,74200.0,79500.0,15000.0,37650.2,220700.0,99100.0,105000.0,130500.0,74200.0,70000.0,94000.0,7801.0,55400.0,1810.0,17950.1,21700.0,5660.0
2018-07-10,13614.5,9875.9,3000.0,11163.4,15847.3,14750.0,14006.4,12871.7,12850.0,66767.0,137686.0,26710.0,43719.2,72000.0,80000.0,15100.0,38741.6,220000.0,100900.0,103000.0,133500.0,74200.0,69400.0,91300.0,7801.0,55400.0,1790.0,18010.9,22000.0,5398.0
2018-07-11,12722.4,9300.6,2970.0,10504.8,14915.1,15300.0,13182.5,12682.4,12650.0,65985.0,137686.0,27334.0,42185.2,71500.0,77800.0,14000.0,39832.9,220000.0,99000.0,104500.0,130700.0,74000.0,66000.0,90000.0,7926.0,54900.0,1730.0,18132.6,21750.0,5434.0
2018-07-12,12800.0,9684.2,2970.0,10899.9,15288.0,15300.0,13339.5,12658.7,12700.0,66165.0,138758.0,28197.0,42031.8,72500.0,79000.0,14500.0,39832.9,218100.0,100000.0,103000.0,130400.0,74000.0,66900.0,91000.0,7926.0,55400.0,1720.0,18071.8,22200.0,5380.0
2018-07-13,12974.5,9971.8,2950.0,11262.2,15521.0,15300.0,13457.2,12824.3,13100.0,65744.0,137109.0,28437.0,43463.6,74300.0,81800.0,14500.0,42561.2,218000.0,99700.0,103000.0,131000.0,74900.0,63800.0,91300.0,7863.0,55400.0,1770.0,18071.8,22450.0,5325.0
2018-07-16,13013.3,10259.5,3000.0,11361.0,15474.4,15300.0,13417.9,12777.0,13100.0,63759.0,138511.0,28532.0,46173.6,75600.0,81200.0,14600.0,42561.2,217900.0,101800.0,102500.0,132000.0,74200.0,65000.0,91000.0,7801.0,55600.0,1810.0,18497.7,23400.0,5434.0
2018-07-17,13013.3,10714.9,3030.0,11723.2,16033.7,15300.0,14006.4,12682.4,12900.0,63759.0,138428.0,30499.0,48014.5,73000.0,79000.0,15000.0,40924.2,218000.0,101473.0,104000.0,132100.0,74500.0,64900.0,90500.0,7519.0,59400.0,1800.0,17950.1,23700.0,5389.0
2018-07-18,13672.7,11074.5,3180.0,11920.8,17152.4,16300.0,14281.1,12777.0,13100.0,64601.0,139335.0,30546.0,49088.3,73900.0,83000.0,15000.0,42015.5,217900.0,100978.0,105000.0,134500.0,76000.0,64900.0,91200.0,7769.0,63300.0,1820.0,17950.1,24500.0,5343.0
2018-07-19,13614.5,10834.8,3180.0,11657.3,17152.4,16600.0,14202.6,12729.7,12950.0,64060.0,140572.0,30211.0,48065.6,75500.0,84200.0,15000.0,39287.2,215000.0,101473.0,105000.0,140000.0,79100.0,64000.0,90500.0,7801.0,66700.0,1890.0,17950.1,24700.0,5434.0
2018-07-20,13730.9,11170.3,3220.0,12118.3,17711.7,16450.0,13967.2,12729.7,13650.0,64300.0,139748.0,30067.0,48628.1,71000.0,82700.0,16900.0,40378.5,200000.0,99196.0,103600.0,131000.0,79100.0,62500.0,89000.0,7801.0,64000.0,1860.0,17767.5,24300.0,5434.0
2018-07-23,13653.3,10954.6,3220.0,11756.1,16686.3,16300.0,13888.7,12706.0,13800.0,64842.0,140160.0,31649.0,49088.3,72755.0,84600.0,16000.0,40378.5,210500.0,98998.0,104000.0,140000.0,79100.0,61000.0,88000.0,7801.0,63300.0,1850.0,17950.1,23700.0,5380.0
2018-07-24,13187.9,10834.8,3400.0,11591.5,16593.0,16200.0,13967.2,12635.1,13600.0,64060.0,140077.0,33759.0,47605.4,73051.0,84800.0,16000.0,40105.7,210000.0,98008.0,104500.0,137600.0,80500.0,61000.0,85700.0,7675.0,62700.0,1810.0,17828.4,22900.0,5407.0
2018-07-25,12993.9,10547.1,3410.0,11196.3,16033.7,16200.0,13614.1,12493.1,13550.0,64060.0,140077.0,34047.0,47042.9,74038.0,83700.0,17400.0,40105.7,207000.0,98008.0,104400.0,136000.0,81000.0,62400.0,85200.0,7675.0,62800.0,1930.0,17828.4,22800.0,5434.0
2018-07-26,12722.4,10786.8,3250.0,11459.7,16313.4,16300.0,13339.5,12540.4,13500.0,63759.0,141396.0,33472.0,46020.2,73051.0,83100.0,15500.0,40378.5,207000.0,98206.0,106000.0,136900.0,81000.0,64500.0,85400.0,7613.0,62100.0,1860.0,17706.7,23400.0,5470.0
2018-07-27,12955.1,11026.5,3250.0,11723.2,16406.6,16600.0,13653.3,12587.7,13400.0,63699.0,139170.0,33232.0,47809.9,72953.0,84800.0,17100.0,40324.0,207000.0,98800.0,106400.0,137500.0,81300.0,63000.0,85400.0,7581.0,61800.0,1870.0,17706.7,24000.0,5787.0
2018-07-30,13653.3,11266.2,3190.0,11887.8,16779.5,17150.0,13692.6,12114.5,13550.0,66466.0,138923.0,33711.0,49548.5,74038.0,86900.0,17400.0,40924.2,206800.0,100000.0,106400.0,144500.0,81400.0,62500.0,88700.0,7456.0,62000.0,1890.0,17645.8,24600.0,5615.0
2018-07-31,13808.5,11242.3,3150.0,11789.0,16872.7,17150.0,13457.2,12067.2,13400.0,66346.0,138676.0,33663.0,49343.9,77099.0,87800.0,17700.0,40815.1,205500.0,100400.0,106400.0,144400.0,84200.0,61500.0,87500.0,7832.0,60600.0,1880.0,17706.7,24550.0,5434.0
2018-08-01,13866.6,11074.5,3150.0,11690.3,16639.6,16900.0,13574.9,11830.6,13500.0,65323.0,137604.0,34527.0,48065.6,77000.0,88700.0,16900.0,39832.9,205000.0,99400.0,106500.0,143000.0,84200.0,62500.0,91000.0,7550.0,59000.0,1900.0,17706.7,23900.0,5362.0
2018-08-02,13653.3,11002.6,3150.0,11690.3,17105.7,16650.0,13496.4,11688.6,13400.0,65443.0,136038.0,33999.0,48832.6,76000.0,91000.0,15700.0,39287.2,204000.0,99400.0,106700.0,146000.0,84200.0,62000.0,91700.0,7675.0,59000.0,1910.0,17645.8,23800.0,5425.0
2018-08-03,13905.4,11074.5,3180.0,11690.3,17152.4,17200.0,13417.9,11664.9,13450.0,65564.0,133234.0,35486.0,48832.6,78000.0,93600.0,16300.0,38632.4,199900.0,100000.0,111500.0,148000.0,85000.0,64400.0,88600.0,7675.0,57300.0,1890.0,17645.8,23900.0,5479.0
2018-08-06,13905.4,10954.6,3070.0,11591.5,16686.3,17250.0,13300.2,11310.0,13400.0,65564.0,131833.0,36253.0,47809.9,76000.0,96100.0,16000.0,38741.6,199000.0,102000.0,111500.0,147900.0,87400.0,62500.0,90000.0,7519.0,55500.0,1900.0,18010.9,23900.0,5389.0
2018-08-07,14041.2,10930.6,3030.0,11690.3,16872.7,16259.0,13182.5,11381.0,13300.0,64661.0,126144.0,35725.0,47094.1,77100.0,94000.0,15518.0,38741.6,199000.0,102000.0,110300.0,146900.0,90000.0,62000.0,93000.0,7487.0,56300.0,2030.0,17645.8,23450.0,5407.0
2018-08-08,14157.6,11170.3,3050.0,12085.4,18037.9,16306.0,13143.3,11546.6,13100.0,64962.0,128205.0,34766.0,47817.8,79500.0,98000.0,15128.0,39287.2,200000.0,102000.0,108800.0,147500.0,90000.0,63000.0,90100.0,7268.0,57500.0,1990.0,17645.8,23450.0,5416.0
2018-08-09,14118.8,11098.4,3080.0,12118.3,18271.0,16212.0,13143.3,12019.9,13150.0,65383.0,129442.0,33088.0,49627.1,82000.0,98200.0,14933.0,39287.2,208000.0,100400.0,104200.0,150200.0,89900.0,63500.0,91000.0,7331.0,59000.0,2000.0,17585.0,23450.0,5407.0
2018-08-10,14390.3,11146.4,3030.0,12283.0,19110.0,16494.0,12868.7,12090.8,12800.0,64300.0,129607.0,33136.0,49627.1,84500.0,98700.0,15030.0,39287.2,209000.0,102500.0,104200.0,152400.0,89000.0,63000.0,91000.0,7362.0,57500.0,2020.0,17645.8,23000.0,5407.0
2018-08-13,14506.6,11673.7,3000.0,12546.4,19669.3,16636.0,13221.8,12303.8,13050.0,64661.0,128700.0,33903.0,50402.5,83000.0,103000.0,14835.0,39341.8,210000.0,107000.0,102800.0,154000.0,90900.0,62800.0,86500.0,7519.0,56800.0,2140.0,17585.0,23000.0,5416.0
2018-08-14,14506.6,11434.0,3140.0,12348.9,19529.4,16588.0,13064.8,12303.8,13050.0,64842.0,130349.0,33903.0,52728.8,82700.0,99206.0,14738.0,39341.8,210000.0,105600.0,103300.0,154400.0,93500.0,63600.0,91000.0,7519.0,57500.0,2250.0,17524.1,23850.0,5434.0
2018-08-15,14157.6,11170.3,3120.0,12184.2,18643.9,16636.0,13104.1,12185.5,12900.0,64842.0,130678.0,34527.0,51178.0,80600.0,93128.0,14835.0,40378.5,211000.0,103500.0,101900.0,149000.0,91500.0,63600.0,90500.0,7581.0,57000.0,2110.0,17128.6,23850.0,5425.0
2018-08-16,14215.7,11362.1,3100.0,12118.3,18923.5,16588.0,13104.1,12327.5,12850.0,64842.0,130761.0,35150.0,52211.9,81900.0,92638.0,15030.0,40378.5,212000.0,102000.0,102100.0,148900.0,90000.0,63600.0,88900.0,7519.0,58000.0,2250.0,17128.6,24450.0,5389.0
2018-08-17,13924.8,11218.3,3200.0,12118.3,18643.9,16494.0,12907.9,12422.1,13100.0,65443.0,130678.0,35294.0,51178.0,84200.0,94304.0,14835.0,40378.5,213000.0,99500.0,102300.0,151000.0,89600.0,65000.0,89600.0,7989.0,57500.0,2400.0,18315.2,24200.0,5570.0
2018-08-20,13575.7,10978.6,3150.0,12085.4,18737.1,16447.0,12751.0,12303.8,12750.0,65443.0,131998.0,36349.0,51643.2,84000.0,96265.0,15128.0,40160.3,213000.0,96000.0,102600.0,151000.0,89900.0,66500.0,89500.0,7989.0,57500.0,2380.0,18315.2,24200.0,5416.0
2018-08-21,13769.7,11242.3,3130.0,12480.6,19389.6,16400.0,12829.4,12422.1,12950.0,66105.0,134389.0,36685.0,54279.7,83500.0,95579.0,14933.0,41469.8,213000.0,96000.0,103100.0,149905.0,90300.0,65000.0,87047.0,8365.0,57800.0,2430.0,18376.0,25850.0,5443.0
2018-08-22,13963.6,11218.3,3140.0,12447.7,20135.4,16950.0,13417.9,12469.4,12950.0,66105.0,134389.0,35054.0,53711.0,87500.0,98030.0,15128.0,42015.5,213000.0,96900.0,103600.0,149806.0,92000.0,63800.0,87436.0,8365.0,60000.0,2410.0,18436.9,25700.0,5452.0
2018-08-23,13924.8,11242.3,3190.0,12579.4,20182.0,17000.0,13378.7,12540.4,13000.0,67308.0,134636.0,35725.0,53659.3,91000.0,98422.0,15128.0,42015.5,212500.0,96000.0,104600.0,148919.0,91200.0,65500.0,86074.0,8271.0,59900.0,2410.0,18315.2,27400.0,5407.0
2018-08-24,13963.6,11266.2,3170.0,12777.0,19948.9,16750.0,13457.2,12564.1,13000.0,67067.0,133729.0,35246.0,53711.0,88100.0,99500.0,15226.0,40378.5,213000.0,96000.0,104000.0,149708.0,90600.0,64500.0,88506.0,8051.0,60900.0,2370.0,18315.2,26850.0,5425.0
2018-08-27,13963.6,11458.0,3120.0,12777.0,20135.4,16750.0,13339.5,12635.1,12950.0,67067.0,132162.0,34862.0,53245.8,90900.0,100200.0,15323.0,40760.5,219000.0,93800.0,104200.0,150891.0,91200.0,64500.0,90062.0,8020.0,60500.0,2360.0,18315.2,27500.0,5443.0
2018-08-28,13983.0,11458.0,3130.0,12809.9,20787.9,17300.0,13261.0,12729.7,12950.0,66767.0,131338.0,34335.0,53245.8,90900.0,102200.0,14933.0,40924.2,222000.0,92700.0,104200.0,153061.0,91400.0,67000.0,88992.0,8302.0,61000.0,2490.0,17828.4,26700.0,5434.0
2018-08-29,14429.1,11386.1,3150.0,12941.6,20554.9,17250.0,13614.1,12800.7,13000.0,65143.0,129936.0,35006.0,53814.4,91100.0,100900.0,14640.0,41415.3,226000.0,91500.0,103000.0,153258.0,91000.0,66500.0,87533.0,8772.0,60900.0,2630.0,17828.4,26300.0,5434.0
2018-08-30,14816.9,11553.9,3200.0,13073.3,20834.5,17500.0,14202.6,12800.7,13000.0,64601.0,129030.0,36924.0,54796.6,91600.0,105000.0,14640.0,41469.8,226000.0,92300.0,103400.0,154737.0,97000.0,66500.0,88992.0,8866.0,60500.0,2660.0,17828.4,26700.0,5434.0
2018-08-31,14797.6,11362.1,3150.0,12875.7,20694.7,17450.0,13967.2,12729.7,12950.0,62556.0,129194.0,36924.0,53297.5,92500.0,103000.0,14542.0,41688.1,226000.0,92300.0,103400.0,153850.0,95000.0,66000.0,88506.0,8866.0,59600.0,2840.0,17828.4,25700.0,5524.0
2018-09-04,14506.6,11074.5,3180.0,12513.5,19762.5,17500.0,13574.9,12682.4,12950.0,63097.0,129194.0,37883.0,51694.9,90300.0,103000.0,14738.0,41688.1,223800.0,92700.0,102100.0,143100.0,94000.0,66400.0,88700.0,8866.0,58000.0,3030.0,17828.4,25900.0,5398.0
2018-09-05,14351.5,10906.7,3130.0,12381.8,19995.5,17500.0,13810.3,12540.4,12850.0,63759.0,97419.0,38027.0,50402.5,88500.0,100100.0,14640.0,41688.1,222900.0,91600.0,101500.0,149500.0,93000.0,65500.0,88800.0,8740.0,58300.0,2990.0,17889.2,26100.0,5452.0
2018-09-06,14157.6,10762.8,3200.0,12383.4,20228.6,17350.0,13496.4,11664.9,12800.0,63158.0,94780.0,39322.0,49627.1,86000.0,100200.0,14640.0,41469.8,222800.0,91400.0,98000.0,147000.0,94800.0,66000.0,88000.0,9054.0,57900.0,3190.0,17889.2,25900.0,5461.0
2018-09-07,14215.7,10954.6,2980.0,12648.5,20787.9,18000.0,13574.9,12469.4,12900.0,63037.0,98661.0,38986.0,50764.4,88400.0,100400.0,14640.0,41415.3,222800.0,92000.0,97200.0,147500.0,95000.0,64500.0,88900.0,8834.0,57700.0,3180.0,18376.0,26900.0,5524.0
2018-09-10,14351.5,10858.7,2830.0,12421.3,20787.9,17800.0,13339.5,12469.4,12850.0,62917.0,99050.0,39178.0,50764.4,89500.0,100800.0,14738.0,40378.5,223000.0,91900.0,99300.0,147400.0,91500.0,63000.0,88800.0,8803.0,55000.0,2960.0,17950.1,26850.0,5760.0
2018-09-11,14390.3,11026.5,3020.0,12497.0,22093.0,18000.0,13417.9,12351.1,12850.0,62376.0,102465.0,38747.0,51539.8,95700.0,103500.0,14640.0,40924.2,223000.0,92100.0,101200.0,150500.0,92500.0,63800.0,88700.0,8709.0,56700.0,2760.0,17950.1,27100.0,5760.0
2018-09-12,14390.3,10906.7,2970.0,12459.2,21953.2,18200.0,13261.0,12351.1,13050.0,62556.0,102776.0,40713.0,51953.4,95000.0,109000.0,14640.0,40378.5,222800.0,92000.0,101400.0,150000.0,92600.0,64000.0,88900.0,8709.0,57000.0,2800.0,17828.4,26750.0,5678.0
2018-09-13,14972.1,10930.6,2930.0,12648.5,21906.5,18000.0,13300.2,12398.4,13000.0,63218.0,102543.0,40713.0,52470.3,99000.0,108000.0,14250.0,40924.2,222000.0,93200.0,100300.0,148000.0,92400.0,70400.0,89000.0,8772.0,57500.0,2800.0,18558.6,26650.0,5706.0
2018-09-14,14972.1,10834.8,3040.0,12762.1,21347.2,17900.0,13221.8,12398.4,13000.0,63458.0,103241.0,41240.0,52677.1,97700.0,108000.0,14640.0,40924.2,222800.0,92500.0,101000.0,149000.0,91600.0,73600.0,92000.0,8803.0,57500.0,2840.0,18497.7,27200.0,5688.0
2018-09-17,14894.5,10595.1,3010.0,12572.8,20601.5,17650.0,13104.1,12351.1,12900.0,63458.0,105570.0,43158.0,51643.2,94000.0,109000.0,14542.0,40924.2,222100.0,94000.0,99000.0,147000.0,91600.0,70000.0,90000.0,8928.0,57500.0,3030.0,30000.0,27800.0,5706.0
2018-09-18,14836.3,10595.1,2970.0,12686.4,21347.2,17650.0,13339.5,12351.1,13450.0,62917.0,107123.0,43158.0,51178.0,97000.0,109600.0,13664.0,40705.9,223000.0,94100.0,99600.0,149200.0,90100.0,67900.0,91400.0,8834.0,57400.0,3100.0,29500.0,27900.0,5751.0
2018-09-19,14933.3,10738.9,3000.0,12686.4,21254.0,17900.0,13574.9,12398.4,13600.0,62917.0,106967.0,43158.0,51384.7,97500.0,112100.0,15128.0,40651.4,220000.0,95300.0,98600.0,149400.0,91200.0,68800.0,97700.0,8803.0,58900.0,3100.0,18254.3,27500.0,5778.0
