"Date","Price","Open","High","Low","Vol.","Change %"
"12/27/2023","22,000.0","22,000.0","22,450.0","21,950.0","21.42M","0.69%"
"12/26/2023","21,850.0","21,750.0","21,950.0","21,700.0","18.50M","0.69%"
"12/25/2023","21,700.0","21,500.0","21,900.0","21,450.0","12.93M","0.93%"
"12/22/2023","21,500.0","21,800.0","22,150.0","21,500.0","19.70M","-1.15%"
"12/21/2023","21,750.0","21,750.0","21,950.0","21,700.0","11.95M","-0.91%"
"12/20/2023","21,950.0","21,850.0","22,200.0","21,700.0","14.22M","0.69%"
"12/19/2023","21,800.0","21,550.0","21,800.0","21,200.0","18.45M","1.16%"
"12/18/2023","21,550.0","21,900.0","21,900.0","21,550.0","12.22M","-1.15%"
"12/15/2023","21,800.0","21,450.0","22,200.0","21,350.0","37.99M","1.63%"
"12/14/2023","21,450.0","21,950.0","21,950.0","21,400.0","17.89M","-0.69%"
"12/13/2023","21,600.0","22,250.0","22,350.0","21,500.0","21.68M","-2.04%"
"12/12/2023","22,050.0","22,000.0","22,300.0","22,000.0","16.26M","0.46%"
"12/11/2023","21,950.0","21,700.0","22,050.0","21,400.0","24.14M","1.15%"
"12/08/2023","21,700.0","22,000.0","22,200.0","21,600.0","20.89M","-1.36%"
"12/07/2023","22,000.0","22,800.0","22,900.0","21,500.0","67.39M","-3.30%"
"12/06/2023","22,750.0","22,550.0","22,950.0","22,450.0","30.76M","0.89%"
"12/05/2023","22,550.0","22,700.0","22,800.0","22,450.0","27.41M","-0.66%"
"12/04/2023","22,700.0","21,800.0","22,800.0","21,700.0","56.54M","6.32%"
"12/01/2023","21,350.0","21,200.0","21,450.0","20,800.0","19.09M","1.91%"
"11/30/2023","20,950.0","21,100.0","21,450.0","20,950.0","28.33M","-0.48%"
"11/29/2023","21,050.0","20,800.0","21,200.0","20,800.0","17.48M","1.20%"
"11/28/2023","20,800.0","20,600.0","20,850.0","19,900.0","26.42M","0.97%"
"11/27/2023","20,600.0","21,300.0","21,400.0","20,600.0","18.36M","-3.29%"
"11/24/2023","21,300.0","20,950.0","21,300.0","20,200.0","31.43M","3.40%"
"11/23/2023","20,600.0","22,000.0","22,350.0","20,600.0","45.92M","-5.94%"
"11/22/2023","21,900.0","21,750.0","21,950.0","21,500.0","31.41M","0.92%"
"11/21/2023","21,700.0","21,500.0","21,900.0","21,350.0","33.70M","2.36%"
"11/20/2023","21,200.0","19,600.0","21,200.0","19,600.0","38.21M","4.69%"
"11/17/2023","20,250.0","21,100.0","21,250.0","20,000.0","29.46M","-3.57%"
"11/16/2023","21,000.0","20,500.0","21,000.0","20,300.0","17.28M","2.44%"
"11/15/2023","20,500.0","21,100.0","21,300.0","20,500.0","23.07M","0.49%"
"11/14/2023","20,400.0","20,500.0","20,800.0","20,200.0","22.28M","0.99%"
"11/13/2023","20,200.0","20,200.0","20,400.0","19,650.0","19.40M","0.75%"
"11/10/2023","20,050.0","19,800.0","20,650.0","19,750.0","28.86M","0.00%"
"11/09/2023","20,050.0","19,800.0","20,800.0","19,650.0","32.28M","2.56%"
"11/08/2023","19,550.0","18,300.0","19,550.0","18,300.0","27.17M","6.83%"
"11/07/2023","18,300.0","18,500.0","19,050.0","18,200.0","20.23M","-2.14%"
"11/06/2023","18,700.0","18,850.0","18,850.0","18,450.0","13.11M","1.08%"
"11/03/2023","18,500.0","18,600.0","18,800.0","18,250.0","21.18M","-0.27%"
"11/02/2023","18,550.0","17,700.0","18,550.0","17,600.0","24.91M","6.92%"
"11/01/2023","17,350.0","16,500.0","17,350.0","16,350.0","24.33M","6.44%"
"10/31/2023","16,300.0","17,300.0","17,700.0","16,300.0","27.71M","-5.78%"
"10/30/2023","17,300.0","18,200.0","18,450.0","17,300.0","12.76M","-6.49%"
"10/27/2023","18,500.0","18,600.0","18,750.0","17,750.0","21.60M","1.09%"
"10/26/2023","18,300.0","19,000.0","19,400.0","18,300.0","48.72M","-6.87%"
"10/25/2023","19,650.0","19,800.0","20,250.0","19,650.0","14.19M","-0.51%"
"10/24/2023","19,750.0","19,600.0","19,900.0","19,250.0","12.96M","1.80%"
"10/23/2023","19,400.0","19,950.0","20,200.0","19,350.0","16.01M","-2.76%"
"10/20/2023","19,950.0","19,150.0","20,000.0","18,350.0","27.26M","4.18%"
"10/19/2023","19,150.0","20,100.0","20,400.0","19,050.0","23.34M","-4.96%"
"10/18/2023","20,150.0","20,300.0","20,750.0","19,000.0","29.54M","0.75%"
"10/17/2023","20,000.0","21,100.0","21,500.0","20,000.0","18.44M","-4.53%"
"10/16/2023","20,950.0","22,000.0","22,000.0","20,900.0","27.91M","-4.77%"
"10/13/2023","22,000.0","21,800.0","22,200.0","21,450.0","22.59M","-0.23%"
"10/12/2023","22,050.0","22,300.0","22,500.0","21,900.0","24.58M","-0.68%"
"10/11/2023","22,200.0","21,500.0","22,200.0","21,350.0","22.41M","3.74%"
"10/10/2023","21,400.0","21,950.0","21,950.0","21,350.0","25.68M","-0.93%"
"10/09/2023","21,600.0","20,900.0","21,850.0","20,800.0","22.74M","3.35%"
"10/06/2023","20,900.0","19,600.0","20,900.0","19,450.0","34.77M","6.91%"
"10/05/2023","19,550.0","20,600.0","20,650.0","19,550.0","18.54M","-3.93%"
"10/04/2023","20,350.0","19,000.0","20,900.0","19,000.0","31.62M","3.56%"
"10/03/2023","19,650.0","20,850.0","20,850.0","19,650.0","41.98M","-6.87%"
"10/02/2023","21,100.0","21,000.0","21,500.0","21,000.0","12.29M","0.48%"
"09/29/2023","21,000.0","21,300.0","21,550.0","20,800.0","17.39M","-0.24%"
"09/28/2023","21,050.0","21,700.0","21,800.0","20,850.0","26.18M","-3.66%"
"09/27/2023","21,850.0","21,000.0","21,850.0","20,350.0","25.99M","5.81%"
"09/26/2023","20,650.0","21,000.0","22,100.0","20,650.0","40.83M","-1.67%"
"09/25/2023","21,000.0","22,400.0","22,700.0","21,000.0","38.98M","-6.87%"
"09/22/2023","22,550.0","23,300.0","23,700.0","22,550.0","56.05M","-6.82%"
"09/21/2023","24,200.0","25,200.0","25,300.0","24,200.0","36.16M","-4.16%"
"09/20/2023","25,250.0","24,800.0","25,600.0","24,700.0","25.56M","2.02%"
"09/19/2023","24,750.0","24,850.0","24,900.0","24,100.0","20.81M","0.81%"
"09/18/2023","24,550.0","23,950.0","24,750.0","23,750.0","29.09M","2.29%"
"09/15/2023","24,000.0","24,300.0","24,500.0","23,800.0","21.08M","-0.62%"
"09/14/2023","24,150.0","24,500.0","24,700.0","24,000.0","33.32M","-1.43%"
"09/13/2023","24,500.0","25,150.0","25,250.0","24,450.0","33.59M","-2.00%"
"09/12/2023","25,000.0","23,400.0","25,000.0","23,350.0","35.22M","6.84%"
"09/11/2023","23,400.0","23,800.0","24,200.0","23,400.0","36.12M","-1.06%"
"09/08/2023","23,650.0","23,600.0","24,100.0","23,550.0","21.52M","-0.63%"
"09/07/2023","23,800.0","24,200.0","24,250.0","23,700.0","21.16M","-0.83%"
"09/06/2023","24,000.0","23,500.0","24,450.0","23,200.0","26.25M","2.13%"
"09/05/2023","23,500.0","23,700.0","23,850.0","23,300.0","28.26M","0.00%"
"08/31/2023","23,500.0","23,550.0","23,800.0","23,300.0","22.51M","0.00%"
"08/30/2023","23,500.0","22,500.0","23,500.0","22,250.0","34.46M","4.91%"
"08/29/2023","22,400.0","22,400.0","22,800.0","22,000.0","39.29M","0.90%"
"08/28/2023","22,200.0","22,000.0","22,400.0","21,900.0","24.77M","1.60%"
"08/25/2023","21,850.0","21,350.0","22,200.0","21,150.0","50.31M","2.58%"
"08/24/2023","21,300.0","20,700.0","21,300.0","20,500.0","29.76M","3.65%"
"08/23/2023","20,550.0","21,300.0","21,300.0","20,550.0","22.12M","-2.14%"
"08/22/2023","21,000.0","20,500.0","21,050.0","19,550.0","42.75M","2.69%"
"08/21/2023","20,450.0","20,450.0","20,800.0","19,800.0","33.87M","2.25%"
"08/18/2023","20,000.0","21,250.0","21,600.0","20,000.0","56.18M","-6.98%"
"08/17/2023","21,500.0","21,600.0","22,200.0","21,500.0","44.62M","0.94%"
"08/16/2023","21,300.0","21,000.0","21,300.0","20,800.0","26.66M","0.95%"
"08/15/2023","21,100.0","21,450.0","21,500.0","21,050.0","24.63M","-1.40%"
"08/14/2023","21,400.0","20,400.0","21,450.0","20,300.0","58.77M","6.73%"
"08/11/2023","20,050.0","20,200.0","20,300.0","19,750.0","24.69M","-0.25%"
"08/10/2023","20,100.0","20,050.0","20,300.0","19,900.0","19.45M","0.50%"
"08/09/2023","20,000.0","20,100.0","20,400.0","19,900.0","23.28M","-0.50%"
"08/08/2023","20,100.0","20,700.0","20,750.0","20,050.0","34.36M","-2.19%"
"08/07/2023","20,550.0","20,750.0","21,200.0","20,550.0","31.06M","-0.24%"
"08/04/2023","20,600.0","20,000.0","20,650.0","19,800.0","26.52M","4.04%"
"08/03/2023","19,800.0","20,000.0","20,400.0","19,700.0","47.19M","-1.98%"
"08/02/2023","20,200.0","20,000.0","20,500.0","19,900.0","29.56M","1.00%"
"08/01/2023","20,000.0","20,800.0","20,850.0","20,000.0","39.03M","-3.85%"
"07/31/2023","20,800.0","20,550.0","21,000.0","20,150.0","35.28M","2.46%"
"07/28/2023","20,300.0","19,450.0","20,400.0","19,450.0","55.13M","4.64%"
"07/27/2023","19,400.0","19,400.0","19,700.0","19,150.0","30.81M","0.52%"
"07/26/2023","19,300.0","18,950.0","19,500.0","18,600.0","35.82M","2.12%"
"07/25/2023","18,900.0","19,250.0","19,250.0","18,750.0","25.34M","-0.79%"
"07/24/2023","19,050.0","19,100.0","19,200.0","18,850.0","27.17M","1.33%"
"07/21/2023","18,800.0","18,300.0","18,950.0","18,200.0","41.50M","3.58%"
"07/20/2023","18,150.0","18,150.0","18,200.0","17,900.0","14.07M","0.28%"
"07/19/2023","18,100.0","18,550.0","18,550.0","18,100.0","18.24M","-1.63%"
"07/18/2023","18,400.0","18,300.0","18,550.0","18,100.0","17.15M","0.55%"
"07/17/2023","18,300.0","18,700.0","18,700.0","18,200.0","21.39M","-1.08%"
"07/14/2023","18,500.0","18,100.0","18,600.0","18,000.0","43.61M","3.06%"
"07/13/2023","17,950.0","17,800.0","18,100.0","17,650.0","25.38M","1.99%"
"07/12/2023","17,600.0","18,000.0","18,050.0","17,450.0","30.79M","-1.68%"
