date,ACB,BCM,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,MBB,MSN,MWG,PLX,POW,SAB,SHB,SSI,STB,TCB,TPB,VCB,VHM,VIB,VIC,VJC,VNM,VPB,VRE
2019-01-15,0.01393923780431705,-0.008919586497118326,0.018812667933678417,0.002259887005649608,0.0053220708991161825,0.007058876627626276,0.00893854748603351,0.0,0.0034286321795293784,0.0,0.02631492276784253,0.017391304347825987,0.008224710850009087,0.007285974499089187,0.0064102564102563875,-0.0016666666666667052,0.01428068115091019,0.007748940284078243,0.008928571428571397,0.025145067698259194,-0.043079846202181415,0.010855743418264119,0.03363730213351679,-0.005626118830449278,0.0009861932938854956,-0.002553191489361728,-0.0007383147492570075,0.010502296048528814,0.021416803953871577
2019-01-16,-0.010308436402573506,0.008999861540591736,-0.009230633158717971,0.014656144306651742,-0.01058069643832893,-0.005839671221580467,0.0033222591362125353,0.021278893929574494,0.0,0.005120347562986183,-0.002567229317758768,-0.006105006105006083,-0.004661495320295694,0.003616636528029016,-0.006369426751592355,-0.0025041736227044975,-0.014079614663177642,-0.009615384615384692,0.0,0.0,-0.014219491412802987,-0.008945418967083674,0.005010403662089047,0.0,0.0049261083743843415,-0.010238907849829393,-0.014085707790239432,0.031165406679102947,0.014516129032257963
2019-01-17,0.0034749919772611992,-0.004436922513951114,-0.007766564816730881,0.02111111111111108,-0.013369099020268838,-0.012929052500608607,-0.017660044150110354,-0.010364886303543153,-0.01026840897051029,-0.018678964938347864,0.01542157304334757,-0.014742014742014753,0.0,-0.014414414414414378,0.0,-0.01882845188284521,0.0,-0.021354752661893017,-0.008849557522123908,0.005660377358490676,-0.004805557317769438,-0.0035963613285381335,-0.006227640121902689,0.0340334333476211,0.0,-0.004310344827586188,-0.006014546362928863,-0.042818863151022124,-0.042925278219395846
2019-01-18,-0.010379737582690729,0.004456696531127902,-0.007823266960294784,0.0,-0.013550253703784598,0.0,0.0,0.02105375654590147,0.006922575983300039,0.010382459935109667,0.0,0.009975062344139696,-0.010537484907248151,-0.005484460694698323,-0.02564102564102566,0.0,0.0,-0.0019871633813753897,0.0044642857142858094,0.0037523452157599557,0.0048287622113500905,-0.007265864590705329,0.00876666666666659,-0.016498093185209783,0.0019607843137254832,-0.0025974025974025983,0.013609782030834738,0.013158829631524371,-0.028239202657807327
2019-01-21,0.03146581969937601,-0.01783917299423654,0.03627573017220764,0.0010881392818280489,0.06868192604165135,0.011906393006878124,0.016853932584269593,0.010257483776428655,0.018897344803451732,0.011978669988128354,0.06329474884880248,-0.0024691358024691024,-0.008320082831046904,0.016544117647058876,0.009868421052631637,0.0,0.02856136230182038,0.017897194122762805,0.040000000000000036,0.024299065420560817,0.009619044598109694,0.018250083170952003,0.0,0.011211329343336462,0.001956947162426559,0.0,-0.0014876553217054722,0.038963771266673275,0.0017094017094017033
2019-01-22,-0.013561172974327795,0.03637295081967218,-0.003042777877214964,-0.021739130434782594,0.00513729330152124,-0.003529438313813138,-0.008839779005524906,-0.04082055532532114,0.0151731214023616,-0.0016827408482936734,-0.019051024563703778,-0.008663366336633671,0.0011932284286673145,-0.032549728752260365,0.009771986970684043,-0.0029850746268657025,-0.02776826288506784,-0.0019561111610755244,0.004273504273504258,-0.021897810218978075,0.0,-0.010735122520420082,-0.011185275749264756,-0.0055018339446482045,0.0,-0.0017361111111111605,0.0014898717373241777,-0.01749578130273377,-0.011945392491467532
2019-01-23,0.0,-0.013166764031815936,-0.0015280271294633163,0.0033333333333334103,0.02046472698833046,0.0,0.0033444816053511683,0.0,-0.0033233120058929755,0.018637668316927147,0.004860316528113806,-0.02621722846441943,-0.0023836126629422916,-0.005607476635513975,0.0,0.0,0.01428068115091019,-0.00391238069491695,0.03404255319148941,-0.009328358208955279,0.03809389162484189,0.0036093418259024457,0.0,-0.005616093880972284,0.001953125,0.004347826086956497,0.0037382108083880983,0.012723450445870421,0.005181347150259086
2019-01-24,0.0034391702434641847,0.008879781420765065,-0.006113470813171484,0.0,0.025062858833178714,0.0023597831354769117,-0.0022222222222222365,0.010693454309786077,-0.001658602820484134,-0.00665676976464924,0.024153810497889117,0.0,0.0,0.0,-0.006451612903225823,-0.0034217279726261873,0.0,0.003927747538561288,0.004115226337448652,0.0037664783427495685,-0.025233227658946644,0.0,-0.010041938879513435,0.0,0.0019493177387914784,0.02164502164502169,0.007429575792123888,0.015073604233091453,0.0034364261168384758
2019-01-25,0.0,-0.026404874746106977,-0.013845949738076846,0.017718715393133966,-0.012225035087949365,-0.0011748544987889575,-0.0033407572383074013,-0.031634070749171794,0.0,-0.005026034477834895,-0.002361368019205834,0.0038461538461538325,-0.0047786156947658975,0.011278195488721776,0.0,0.0,0.0,0.025441738568864558,0.008196721311475308,0.0,-0.00470380029806261,0.007216228286674564,-0.010160680529300525,-0.005563516816993963,0.0009727626459143934,0.03813559322033888,0.002951799843450953,-0.007431565440547572,0.0
2019-01-28,-0.01027310544402249,0.031664348632359784,-0.004684194004720754,0.013057671381936808,0.007423145873447945,-0.007075514377228087,0.0,0.03266747599602682,0.0016613583541360555,0.0016838077015068897,-0.004724052230857145,0.010217113665389466,0.004801560507164737,-0.005576208178438624,0.022727272727272707,0.0,0.0,-0.005726630295485369,-0.004065040650406471,-0.016885553470919357,-0.00472603060221799,-0.005367561260209985,0.03333560686150805,-0.011189285411545291,0.007774538386783325,0.0,0.004419370004701495,-0.01745219499057371,0.001712328767123239
2019-01-29,0.0034629582252110325,-0.013166764031815936,-0.006266793367848522,0.013963480128893702,0.019653590635874796,0.009499726626571947,-0.01787709497206702,0.02105375654590147,0.0,-0.00168097725905203,0.011871141631241366,0.005056890012642201,0.022735757485253583,0.0,0.03492063492063502,0.0,0.0,0.005759613472487324,-0.008163265306122436,0.011450381679389388,-0.016627487854568357,0.021633036133270833,0.011171432814639948,-0.005743677668238356,0.0019286403085825299,-0.0065306122448979265,0.0,0.015226687133380823,0.00512820512820511
2019-01-30,0.010343917030130267,0.0,0.0,0.022245762711864403,-0.014452847262620416,0.016469207681718778,0.0011376564277587597,0.02061963575465775,0.0,-0.023563740731882277,0.02347353474024394,-0.005031446540880502,-0.022230334002555252,-0.0037383177570093906,0.030674846625766916,0.0,0.014079614663177642,-0.007637948079528334,-0.012345679012345734,0.0037735849056603765,0.009657524422699959,0.0,0.006135970495120491,-0.011381272633212647,0.0,0.012325390304026351,-0.0073300879985020995,-0.00499493756328051,-0.003401360544217691
2019-01-31,0.003406663722636427,0.022222222222222143,-0.006310435506607259,-0.04455958549222794,-0.03667510526384821,0.0,-0.002272727272727315,0.01005025125628145,0.016671966174814923,-0.044825694185887,0.0045927740355173885,-0.017699115044247815,-0.007167923542148902,0.011257035647279645,-0.02083333333333337,0.0,0.0,0.0038520573823719317,0.02499999999999991,-0.003759398496240629,-0.004782574382448113,0.0017454411832253935,-0.024394199889707036,0.0,0.0,0.0024350649350648457,-0.0036873921367069906,0.015073604233091453,-0.0034129692832765013
2019-02-01,0.0034040795063634555,-0.03042587312900924,0.0031731810206443445,0.037960954446854656,0.02030201113819241,-0.01388901222836958,0.002277904328018332,0.010051781906792678,0.0,-0.014442951367874768,-0.002285888448643747,0.009009009009008917,0.0,-0.007421150278293154,0.006079027355623046,0.0,0.0,0.0,0.008130081300812941,0.026415094339622636,0.007216265939224753,-0.0052730524095556675,0.0,0.017355660212803103,-0.04908565928777675,0.012145748987854255,0.0,-0.007431565440547572,-0.006849315068493178
2019-02-11,0.023729814887751166,0.049299333792786504,0.011077205517515232,-0.002089864158829724,0.02985373405220737,0.03638680511153347,0.02840909090909083,-0.05940892641737028,0.004919570932267137,0.05860802048314406,0.00915495646861153,0.022959183673469497,0.019290065428292147,0.03925233644859816,0.024169184290030232,0.0012875536480687622,0.055559361512639516,0.030646750077186535,0.04435483870967749,-0.005514705882352922,0.01431338277670191,0.028325804369871754,-0.0012468827930174342,0.022717531075868047,0.05263157894736836,0.007200000000000095,0.014813622853681263,0.05735254511176935,0.01379310344827589
2019-02-12,0.009932935199838955,-0.01707680182152549,0.015650623448535406,-0.004188481675392652,0.0072438414389197625,-0.005661106935399007,0.005524861878453136,0.052580955434434085,0.014678050216595961,0.020764919870219334,-0.002270340834917839,0.026184538653366562,0.0,0.0017985611510791255,-0.002949852507374673,0.01928846978139731,0.01315334025614412,0.00929366703993506,0.0038610038610038533,0.014787430683918634,0.002351900149031305,0.0086065849339938,0.0012484394506866447,-0.005616093880972284,0.049038461538461586,0.0,0.007294027665071701,0.007081088653701606,0.010204081632652962
2019-02-13,0.0,0.026104775481111897,0.0015421535389001928,0.014721345951629772,0.0,0.014803551454138697,0.0219780219780219,-0.00995024875621886,0.003216446986653354,0.04745622315116238,0.0,0.04374240583232081,0.01888811008226665,0.025134649910233398,-0.00295857988165682,-0.007148864592094184,0.0,0.001844444758526187,0.0,0.0036429872495447047,0.002354125527548767,0.020466211861958516,0.0,0.0,-0.0009165902841430373,-0.011119936457505974,0.002176066967303436,0.007031299399304469,0.023569023569023573
2019-02-14,-0.013116542427469402,-0.012720326473908083,-0.003079557926645493,-0.002072538860103612,0.0,-0.006734064722801136,-0.005376344086021501,-0.020203056096810612,-0.012824538498405147,0.0032368113729781545,0.004551014022811994,0.0011641443538998875,-0.005793113436402431,-0.007005253940455369,0.0,0.008047437526471857,0.025986504953877665,-0.0036750442627692115,-0.0038461538461538325,-0.00907441016333943,-0.0023485966362533084,0.006685248900309304,0.023757273482959196,-0.016690550450982,0.0357798165137615,-0.008835341365461824,0.00795542743097899,-0.011628637088571092,0.03618421052631571
2019-02-15,0.0033249113941820063,-0.03434325667296956,0.02314786809747904,-0.00830737279335414,-0.0023993927542199645,-0.0011270633929809648,0.016216216216216273,0.010257483776428655,-0.012982773341369103,0.019349043546805333,-0.0022651980632556468,-0.015116279069767424,0.004661495320295694,0.0,-0.005934718100890191,0.001680672268907557,-0.02532831068284458,-0.00922504000113289,0.0038610038610038533,-0.001831501831501825,-0.004692763387152965,-0.014947327435159696,-0.008558112343493685,0.011315902271753053,-0.00797165633303809,-0.017017828200972418,0.005738433755924088,0.0,-0.01746031746031751
2019-02-18,0.006619042206230663,0.01775956284153013,0.010559258368773916,-0.02617801047120416,0.004810327373084178,0.0045220198934157185,0.03404255319148941,-0.010153336096145882,0.006581011745748988,0.017408193360428648,0.002270340834917839,0.008264462809917328,0.0,0.040564373897707284,0.04477611940298498,0.006711409395973256,0.0,0.009310933737307403,0.007692307692307665,0.003669724770642091,0.0023574446233924906,0.01181430892880675,0.009860446832208547,0.022463338136814448,0.015178571428571486,-0.0065952184666117075,0.012842364307523946,0.011765453274887205,0.022617124394184174
2019-02-19,-0.0032834161425939756,0.02621923937360182,-0.01791021490697764,0.012903225806451646,-0.01914277830185651,0.0,-0.012345679012345734,0.010257483776428655,-0.01961395556529144,-0.013999363665287867,-0.00679559418976694,0.012880562060889833,0.010475948816471625,-0.02203389830508473,-0.03142857142857147,0.004166666666666652,-0.025965152032797922,0.005529360123472493,-0.022900763358778664,0.007312614259597838,-0.0070557004470940266,-0.016668113551523533,0.06096928017646874,0.021969822583319587,0.020228671943711474,0.0024896265560165887,0.004220510420791079,-0.013964410845022757,-0.0015797788309637184
2019-02-20,0.003294232478691983,0.00850191838158354,0.03343553165632773,0.019108280254777066,0.004880729623280899,0.010135222707046143,0.0,0.010256941566514799,-0.009994585907891596,0.015775698253917003,0.004561393505716049,-0.005780346820809301,0.00114794088104464,-0.01559792027729634,-0.02359882005899705,0.012448132780082943,0.0,0.00917431192660545,0.0078125,0.0,0.0,0.0016994791206850213,0.03909008912601464,0.03228685000405607,0.004310344827586299,-0.008278145695364225,0.0028048354287455446,-0.0023561176275805895,0.015822784810126667
2019-02-21,-0.009867620999965299,-0.004193506549652004,0.007351556585465158,-0.006249999999999978,-0.009707536850877663,-0.0011119854928661743,0.012499999999999956,-0.030355860937339774,0.003368055555555527,0.015530690762768806,0.002270340834917839,0.04302325581395339,0.009172996990110427,0.02640845070422526,-0.0060422960725075026,0.016393442622950838,0.0,0.014546849926742489,0.007751937984496138,-0.001814882032667886,-0.014219491412802987,0.01689985678087469,0.06967779902898341,0.005186640471512849,0.016309012875536544,-0.006677796327211993,0.03846085107143504,0.01182117598999155,0.05919003115264787
2019-02-22,0.013290872723444647,0.016931492576191642,-0.0072979056193491765,0.011530398322851187,0.03431272641205507,0.008927195190874926,0.021604938271605034,0.010470650449497576,0.010061598089767143,0.0366949358729276,0.018093269530254474,-0.01449275362318836,0.012498224683993753,0.0034305317324185847,-0.015197568389057725,-0.0040322580645161255,0.013328656611715006,0.012543410239658881,0.0038461538461538325,0.0072727272727273196,0.009619044598109694,0.031634598717281914,-0.037218386378015555,-0.020717692127277032,-0.011824324324324342,0.021008403361344463,0.0026933998795284353,-0.0023340903356043885,0.02941176470588225
2019-02-25,0.016397842480281977,-0.012508538251366108,0.0,-0.016580310880829008,0.009477498093058756,0.006637215085659953,-0.001007049345417954,0.030877119531086406,0.029901242815907336,0.026544963832801027,-0.002224941595283081,0.03167420814479649,0.0067681301725346366,0.0017094017094017033,0.012345679012345734,0.0032388663967610754,0.0,0.01239481387404151,-0.011494252873563204,0.0018050541516245744,0.011899432126110332,0.022578341594555962,-0.011814285714285666,0.00526904039597631,-0.005982905982905962,0.024691358024691468,0.018133759000368954,0.007031299399304469,-0.03142857142857147
2019-02-26,-0.006456723766365524,0.054861441355756435,-0.01176710207250109,-0.017913593256059013,0.0023487038051519527,-0.006593452920469645,-0.01310483870967738,-0.00995024875621886,-0.011285574092247397,-0.008622238189330056,-0.017811350206265897,-0.013157894736842146,-0.012295795743495042,-0.027303754266211566,-0.009146341463414642,-0.0032284100080710587,0.0,-0.003501851553694979,-0.007751937984496138,-0.010810810810810811,-0.011759500745156526,-0.006326124016677981,0.0,-0.00524142312579412,-0.006878761822871837,-0.0072289156626506035,-0.036279038403182806,-0.009305421255541235,0.017699115044247815
2019-02-27,-0.0064901105119212765,0.020000000000000018,0.0,0.02145922746781115,-0.009366519248165672,-0.0022109904473329722,0.006128702757916216,-0.010152804840529162,-0.0016318290785212186,-0.00289907591955052,0.0,-0.0011111111111110628,-0.0033855268726195042,-0.0052631578947368585,0.009230769230769154,0.002024291497975783,0.0,-0.00877192982456143,-0.0078125,-0.00910746812386154,-0.002379886425222133,-0.01744558589470635,0.007604122995966689,-0.005269040395976421,0.016450216450216493,-0.007281553398058249,0.010950565021166536,-0.004702750665483646,0.0
2019-02-28,-0.029417856094993255,0.0,-0.03273512084151575,-0.012605042016806678,-0.016551146848623577,-0.019955767267778146,-0.003045685279187804,0.0,-0.01961395556529144,-0.02325178002081507,-0.02494536992365981,-0.011123470522803158,-0.0158527954706299,-0.003527336860670194,-0.018292682926829285,-0.030303030303030276,-0.026306680512287905,-0.012388022195206405,-0.03149606299212604,-0.02573529411764708,-0.009550128332309726,-0.0226149153255496,-0.05609836583021277,-0.015971107544141216,-0.028960817717206155,-0.030154849225753844,-0.044686115725359965,-0.023573912046765733,-0.04347826086956519
