time,BCG,MSH,PVD,VND,KDC,BMC,ACB,HPG,MBB,ANV,MSN,TLG,VNG,FRT,JVC,HHV,DAH,BWE,MPC,DGC,DPM,GEG,RAL,TCB,NSC,GVR,PVS,VCB,FPT,VRE,BID,PVC,TPB,NVL,KBC,SLS,VHM,REE,HAH,HCM,NBB,VIB,VHC,LTG,CTG,GAS,PHR,PLX,VPB,VJC,CII,ITA,DPR,DMC,PXS,PC1,MWG,SBT,BCM,DVP,PNJ,POW,CLC,LAS,BVH,SSI,SCS,DBC,HDB,GEX,FCN,AAA,VIC,SKG,SAB,STB,VNM,BMP,DHG,DCM,KDH,EIB,SHB
2019-01-15,0.0,0.06512301013024602,0.027424094025465307,-0.002732240437158473,-0.013333333333333308,-0.014691478942213565,0.014332965821389099,0.0,0.026726342710997386,0.01493975903614464,0.017333946924374954,-0.033481152993348084,0.014851485148514865,0.0,0.0629139072847682,0.0,0.016393442622950838,0.008236434108527035,0.04344624447717238,-0.023636363636363678,0.03361344537815136,-0.006796116504854344,-0.009774586076201852,0.025145067698259194,0.008899436369030012,0.0,0.011612021857923427,0.010656197420078506,0.0059880239520957446,0.021405068014518802,0.018788163457022167,0.0185185185185186,-0.04272517321016167,0.0,0.01793248945147674,0.014025663980901326,0.033558238636363535,0.025886864813039256,0.01684210526315799,0.0,0.024401716940083418,-0.006048387096774244,0.009440813362382006,-0.004527813712807194,0.005577689243027928,0.008862391234289335,0.0,0.007051564565887958,0.011904761904761862,-0.0025498596289396103,0.006263982102908239,0.020408163265306145,0.015397775876817787,-0.013394315583142746,0.0,0.03964321110009905,0.008537490720118779,0.007599746675110763,-0.009134615384615352,-0.004250386398763517,0.0,0.006451179356226078,0.041114664230242015,-0.010044642857142905,0.002317497103128563,0.006820119352088705,0.01993579996621042,0.011780104712041828,0.004287245444801746,0.0022205773501109416,0.02166064981949467,0.02818418454357774,0.0009764433052605881,0.008333333333333304,-0.0017383348581884173,0.008928571428571397,-0.0007636085960510686,0.006525285481239873,0.0,-0.010204081632653073,-0.0037383177570093906,0.013671875,0.01602564102564097
2019-01-16,-0.010638297872340385,0.004528985507246341,0.013346043851286904,-0.013698630136986356,0.0,-0.030815109343936387,-0.009782608695652173,0.0058422590068158975,-0.0023664217212604477,-0.009496676163342821,-0.006182147165259333,-0.001605872906629946,0.0,-0.014139590854392314,-0.04361370716510904,0.0,-0.003225806451612856,0.027390677558865928,0.026817219477769827,0.003724394785847407,0.0044345898004434225,0.0,0.017123287671232834,0.0,-0.024404586886209945,0.02166064981949467,0.005401755570560329,-0.008879023307436174,-0.005411255411255422,0.01451345068083687,-0.009220839096357736,0.01558441558441559,-0.013268998793727338,-0.010324574961360078,0.02590673575129543,0.011771630370806418,0.004981961862222883,-0.007943925233644844,0.0,0.011931394481730084,0.02382045689358292,0.0,-0.006235011990407657,-0.003898635477582846,-0.010301109350237758,0.0033540967896501517,-0.01381112355356473,0.0037199124726476906,0.03088235294117636,-0.010242726803236346,-0.012449977767896803,0.0033333333333334103,0.0033698399326032025,0.001490066225165565,-0.010183299389002087,-0.009532888465204947,-0.004784688995215336,0.0025141420490257804,0.009218825812712383,-0.002716336825766441,-0.0021408691928923584,-0.006409828403552087,0.0,0.030439684329199634,0.014643545279383385,-0.008467400508044065,-0.00911048534040082,-0.04915912031047864,0.0,-0.0022156573116691725,0.014134275618374659,0.017110432125709396,0.004932879582312477,-0.011570247933884281,-0.00247456695078363,0.0,-0.014082969432314463,-0.010048622366288451,0.013570698963957462,-0.002945508100147265,0.0,-0.013487475915221592,-0.01577287066246058
2019-01-17,0.06810035842293916,-0.025698827772768218,0.002822201317027373,-0.008333333333333304,-0.010914760914760957,0.031794871794871726,0.003293084522502765,-0.019361084220716362,0.014981273408239737,-0.00910834132310645,-0.014565316340464318,-0.018841911764705843,0.0,0.0015257857796764362,0.019543973941368087,0.0,-0.004854368932038833,-0.00187090739008422,-0.009621993127147732,-0.0287569573283859,0.028697571743929284,0.006842619745845546,-0.01683501683501687,0.005660377358490676,0.0021097046413502962,-0.010600706713780883,-0.011417058428475513,-0.0036394176931691113,-0.01305767138193692,-0.042917471437457055,-0.007910656119125226,0.0,-0.004889975550122272,-0.012181409295352275,0.0,0.007853403141361293,-0.006153846153846176,-0.009420631182289196,-0.008281573498964856,0.002210759027265974,-0.016258339406850952,0.034482758620689724,-0.008687258687258725,-0.012393998695368613,-0.013610888710968827,-0.0176695319961796,-0.03595760787282365,-0.014388489208633115,-0.0442225392296719,-0.004313418558135496,-0.00810445745159838,-0.019933554817275767,0.007556675062972307,0.0,-0.03292181069958844,-0.005774783445620768,0.0,-0.005015673981191182,-0.0043269230769230616,0.005058365758754846,-0.01845097618536795,0.0,0.0,0.009846827133479286,0.021015318394733473,-0.021349274124679796,-0.0035105315947843163,-0.029931972789115635,-0.011739594450373536,-0.0022205773501110526,0.0,-0.016822590335593524,0.0,0.009197324414715657,-0.018834987137081982,-0.008849557522123908,-0.006090133982947665,-0.015717092337917515,0.005902677800172729,0.001477104874446189,-0.0018761726078799779,0.0283203125,0.0
2019-01-18,0.06711409395973145,-0.011568718186025007,-0.022514071294559068,0.0,-0.020493956910141886,-0.01491053677932408,-0.01094091903719907,0.010858835143139123,0.0,-0.011127237542331914,0.01000769822940728,0.030679156908665073,0.009756097560975618,-0.014320536258379035,-0.019169329073482455,0.0,0.001626016260162677,0.012183692596063667,0.06176266481609982,0.002865329512893977,0.02002861230329045,-0.006796116504854344,0.01107977437550356,0.0037523452157599557,-0.01941353383458644,0.021428571428571352,-0.005434782608695676,-0.007305422871593192,0.0,-0.028252838965658778,-0.007973733583489628,0.0,0.004914004914004844,0.00350977044204126,-0.011111111111111072,-0.0037518037518037284,0.00877192982456143,0.01759391345696626,0.0041753653444676075,-0.0051470588235293935,-0.030774491366045487,-0.01764705882352946,0.008763388510223846,0.0,-0.01379870129870131,0.0,0.037298782881821646,-0.005308560053085554,0.014925373134328401,-0.0025940223941866014,-0.004085338175215614,0.013559322033898313,0.03166666666666673,-0.0014878492312778713,-0.0021276595744680327,-0.0029041626331074433,-0.01072485207100593,-0.007561436672967825,0.004345726702076336,-0.009678668215253539,-0.008743169398907069,-0.025603118070022135,-0.019745502413339167,-0.01950162513542797,0.0,-0.002617801047120394,0.010568696527428312,0.09677419354838701,0.0075593952483801186,0.0,-0.060104529616724744,-0.013705805325185505,0.0019634662901517608,-0.009113504556752305,0.0,0.0044642857142858094,0.013591800356506312,-0.003992015968063867,0.012308573064262252,-0.016224188790560423,-0.004385964912280715,-0.014245014245014231,0.0
2019-01-21,0.06289308176100628,0.02294007490636707,0.02303262955854124,0.036414565826330625,-0.006437768240343367,0.04540867810292637,0.03207964601769908,0.01171875,0.06396063960639609,0.020547945205479534,-0.002591463414634121,0.018632129061576963,0.0,0.004327666151468401,0.013029315960912058,0.0,0.0,0.004166666666666652,0.02941176470588225,0.04571428571428582,-0.028050490883590462,0.0,0.00597728631201444,0.024299065420560817,0.02347835421490907,0.00932400932400923,0.03346994535519121,0.01839796207189348,0.012679162072767314,0.0017247448081660899,0.03640661938534273,0.0,0.008557457212713837,0.0017645020008192347,0.01430030643513791,-0.054171494785631547,0.0,0.01869158878504673,-0.016632016632016633,0.00591278640059123,-0.014582230846122202,0.011976047904191711,0.023407335907335902,-0.021136063408190187,0.06913580246913575,0.016853022200615797,0.003028009084027339,0.01623304425172334,0.03676470588235303,0.0,0.0,0.0033444816053511683,0.03392568659127626,-0.026986754966887405,-0.008528784648187626,0.004854368932038833,-0.00785046728971961,0.005714285714285783,-0.017788461538461586,-0.02501954652071936,0.02778390297684674,0.009862068965517334,0.00895255147717089,0.0,0.0011159330440173587,0.018372703412073532,-0.006972111553784854,0.07672634271099743,0.018220793140407254,0.004451038575667754,0.03429101019462455,0.0,0.0019486095514895663,-0.06856187290969895,0.0,0.040000000000000036,-0.0014288854693339514,-0.01870407481629921,0.008341580658843384,-0.022488755622188883,0.0,0.020231213872832443,0.028846153846153744
2019-01-22,-0.00295857988165682,0.004118993135011406,0.0065666041275798115,0.0,-0.03779697624190059,-0.014478764478764505,-0.01393354769560562,-0.0019305019305019266,-0.01965317919075149,0.024448705656759273,-0.008711600183402113,-0.007807271916127623,0.0024154589371980784,-0.004309018159433631,-0.006430868167202619,0.0,0.016233766233766156,0.0,-0.01777777777777778,-0.021857923497267784,0.010822510822510845,0.0,-0.004753416518122444,-0.021897810218978075,0.020527419838177963,-0.0404157043879908,-0.01586252478519501,-0.010839355197331813,-0.003810560696788201,-0.011947011490214043,-0.0027372262773722733,-0.01534526854219953,0.0,-0.003491334570502991,-0.017119838872104776,-0.026646248085757995,-0.011253196930946285,-0.00917431192660545,0.0042283298097252064,0.038207200587803136,-0.05943075362491801,-0.00591715976331364,0.02405093138410752,0.0,0.004618937644341736,-0.008924302788844596,-0.016981132075471694,-0.03238512035010943,-0.017021276595744705,-0.0017338458978782834,-0.04466727438468554,-0.06999999999999995,-0.005468750000000022,0.06942317508933127,-0.06451612903225812,-0.02512077294685988,0.0011303692539563759,0.01950757575757578,0.03622124326970133,0.020048115477145245,-0.012014589143960475,0.009765758382844991,-0.008873114463176623,0.0,-0.021674510775328226,-0.002577319587628857,0.0,0.0,0.015789473684210575,-0.008862629246676468,-0.010752688172043001,0.0069923880332802835,0.0,-0.06822262118491917,-0.0029965352561101,0.004273504273504258,0.0014309301045680733,0.002042205582028611,0.00350532809871007,-0.006134969325153339,0.006293266205160464,0.06704438149197367,-0.028037383177570097
2019-01-23,0.05341246290801194,-0.0009115770282588365,0.0,-0.00540540540540535,-0.035914702581369196,0.014691478942213454,0.0,0.01934235976789167,0.004716981132075526,0.02339728591483392,-0.02605612087573239,-0.012365107913669071,0.004819277108433662,0.0,0.009708737864077666,0.0,-0.004792332268370614,-0.008298755186721962,0.03619909502262453,-0.0027932960893854997,0.002855103497501732,0.0,0.0,-0.009328358208955279,0.0,0.0,0.0,0.003652711435796485,0.0,0.005192218784451752,-0.0018298261665141702,0.0,0.038787878787878816,0.005271131872987889,-0.004098360655737654,-0.04373820012586538,0.0,0.0,0.008421052631578885,0.030431705590941327,0.06838799720865318,-0.005952380952380931,-0.003223578171770658,-0.013495276653171406,0.020689655172413834,0.0033767486734201935,0.01996161228406912,-0.005653550429669862,0.01298701298701288,0.004342143352134675,0.031011450381679406,0.0035842293906809264,-0.01963864886095834,-0.0012728719172633296,0.01839080459770126,0.0,-0.0026345502446367686,0.0,-0.013226263580538467,0.005503144654088077,-0.0010857763300760048,0.0,-0.003133393017009878,0.009944751381215422,0.003291555893150999,-0.004306632213608941,0.010531594784352949,0.0,-0.0031088082901554737,0.0,-0.004528985507246341,-0.006943834051155839,0.001955807539747889,0.014450867052023142,0.0,0.03404255319148941,0.0037370850736424543,0.008152173913043459,-0.009501187648456089,-0.01388888888888884,0.0,0.012389380530973382,0.01602564102564097
2019-01-24,0.014084507042253502,-0.010036496350364965,0.01584342963653307,-0.0027173913043477826,0.017462165308498312,-0.007722007722007707,0.003260869565217428,-0.006641366223908873,0.02464788732394374,-0.008687700045724722,0.0,-0.03277942180742088,0.0,0.0,-0.01602564102564108,0.0,-0.0032102728731941976,-0.016271501627150187,-0.010605115408608867,-0.03081232492997199,-0.013523131672597888,-0.006842619745845546,-0.012139303482587072,0.0037664783427495685,-0.04360593158126558,0.010830324909747224,0.011417058428475402,0.0,0.002185792349726823,0.0034318061206439765,-0.00595783684692941,-0.018181818181818188,-0.02450408401400228,-0.0017582969637979229,0.004115226337448652,0.03060217176702862,-0.010001724435247494,0.015277777777777724,-0.008350730688935326,-0.020604395604395642,0.027136155810224993,0.0,0.013398013398013386,-0.008207934336525335,0.024774774774774855,-0.002083333333333326,-0.008280015054572876,0.0,0.015669515669515688,0.021651789613429617,0.025913928736696068,-0.0071428571428571175,0.0032051282051281937,-0.04158037278954918,-0.009029345372460473,0.0069375619425173785,0.0,-0.004891943773608243,0.009095260890378265,-0.022673964034401917,0.0021739130434783593,-0.0064926281617746495,-0.0022451728783116076,-0.009846827133479175,0.0,0.004325259515570945,0.0,-0.0035629453681710332,-0.0020790020790020236,0.018628912071535053,0.0,0.0034519383961764127,0.0019519898233339994,-0.014245014245014231,-0.0033812341504648735,0.004115226337448652,0.007446342531756356,0.0,0.002539145154464739,0.014084507042253502,0.0,-0.006118881118881148,0.0
2019-01-25,0.0,0.0,-0.003669724770642202,0.01089918256130784,0.0097254004576659,0.0,0.0,-0.005730659025787954,-0.002290950744558984,0.019372693726937174,0.003799271806237181,-0.008237232289950547,0.0,0.0,0.006514657980456029,0.0,-0.0016103059581320522,0.0042533081285445196,-0.022068095838587598,0.024084778420038644,-0.028860028860028808,0.006889763779527547,-0.00483481063658342,0.0,0.01289530242554493,-0.03214285714285714,0.0,0.007278835386338223,-0.0010905125408942062,0.0,-0.013831258644536604,0.0185185185185186,-0.005980861244019087,-0.0017613940175510434,0.010245901639344357,-0.07024265644955296,-0.010102769552342794,0.0,-0.008421052631578996,-0.004908835904628317,-0.01682275407561573,-0.005988023952095856,-0.030316845224527045,0.008275862068965578,-0.01172161172161168,-0.003372410470531606,-0.008349146110056882,0.011371389583807234,-0.008415147265077194,0.03812845699434919,-0.043752819124943665,-0.003597122302158251,0.0,0.0,-0.056947608200455635,0.0,-0.00452830188679243,0.004915992532669611,-0.026565464895635715,0.0,0.014316702819956673,0.0,0.0,-0.009944751381215422,0.01766561514195586,0.025839793281653645,0.0,0.017878426698450633,0.0,-0.002194586686174116,0.048225659690627865,-0.006880127017729554,0.0009740934910853483,0.014450867052023142,0.0,0.008196721311475308,0.003043478260869481,-0.0016846361185983705,0.010552975939214893,-0.015432098765432056,-0.0018761726078799779,-0.006156552330694787,0.0
2019-01-28,-0.06666666666666665,0.04239631336405525,0.028545119705340793,-0.008086253369272267,-0.007365439093484416,0.0038910505836575737,-0.009750812567713929,0.0019212295869357465,-0.004592422502870286,-0.03303167420814479,0.010250749093202893,0.0033222591362125353,0.0023980815347721673,0.0,0.003236245954692629,0.0,0.0,-0.004235294117647004,0.010960670535138606,-0.03762935089369712,0.013372956909361022,0.0,0.0038461538461538325,-0.016885553470919357,0.0378902697787209,0.03321033210332103,0.021912350597609542,-0.005558643690939391,-0.007641921397379958,0.0016924053310767295,-0.004675081813931725,0.0,-0.0036101083032491488,0.0017645020008192347,0.014198782961460488,0.02506868131868134,0.03325708252683435,0.0,0.00424628450106157,-0.013389711064129672,-0.0048803433880166835,-0.010040160642570295,-0.06323460272684533,-0.004103967168262668,0.007412898443291294,0.0,-0.01990049751243783,-0.005621767483696916,-0.016973125884017004,0.0,0.004245283018867951,0.0072202166064982976,0.0,-0.0013297872340425343,-0.05797101449275366,0.007874015748031482,0.004548900682335155,0.0,0.031676413255360636,-0.0023999999999999577,0.0239520958083832,0.022736555479918374,0.04050405040504046,0.0,0.013143211407315558,-0.005877413937867337,-0.006947890818858604,-0.003512880562060894,0.002083333333333437,-0.00513196480938416,-0.01388888888888884,-0.0070166089350741645,0.007774230230930712,-0.003798670465337106,0.0,-0.004065040650406471,0.0044429995665367095,-0.031049611879851446,-0.01294903926482871,0.0,0.003759398496240518,0.0,0.0
