"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"07/10/2020","14,976.0","15,360.0","15,424.0","14,912.0","27.65M","-2.50%"
"06/10/2020","15,360.0","15,104.0","15,488.0","15,104.0","17.15M","1.69%"
"05/10/2020","15,104.0","14,720.0","15,104.0","14,656.0","20.14M","2.61%"
"02/10/2020","14,720.0","14,336.0","15,040.0","14,336.0","36.75M","2.22%"
"01/10/2020","14,400.0","14,272.0","14,592.0","14,208.0","10.17M","0.00%"
"30/09/2020","14,400.0","14,336.0","14,400.0","14,208.0","5.66M","0.45%"
"29/09/2020","14,336.0","14,528.0","14,592.0","14,272.0","9.25M","-0.88%"
"28/09/2020","14,464.0","14,208.0","14,592.0","14,208.0","12.82M","1.80%"
"25/09/2020","14,208.0","14,208.0","14,336.0","14,016.0","10.03M","0.00%"
"24/09/2020","14,208.0","14,336.0","14,464.0","14,080.0","8.75M","-1.33%"
"23/09/2020","14,400.0","14,272.0","14,592.0","14,272.0","10.17M","0.90%"
"22/09/2020","14,272.0","14,080.0","14,272.0","13,888.0","13.78M","1.36%"
"21/09/2020","14,080.0","13,952.0","14,272.0","13,824.0","11.32M","1.38%"
"18/09/2020","13,888.0","13,760.0","13,888.0","13,696.0","5.13M","0.93%"
"17/09/2020","13,760.0","13,632.0","13,952.0","13,504.0","19.26M","1.42%"
"16/09/2020","13,568.0","13,568.0","13,632.0","13,504.0","3.43M","-0.47%"
"15/09/2020","13,632.0","13,568.0","13,696.0","13,504.0","7.24M","0.47%"
"14/09/2020","13,568.0","13,312.0","13,632.0","13,312.0","8.24M","1.92%"
"11/09/2020","13,312.0","13,376.0","13,440.0","13,248.0","3.67M","-0.48%"
"10/09/2020","13,376.0","13,376.0","13,568.0","13,376.0","5.08M","0.00%"
"09/09/2020","13,376.0","13,184.0","13,376.0","12,992.0","7.85M","1.46%"
"08/09/2020","13,184.0","13,312.0","13,376.0","13,184.0","19.18M","-0.96%"
"07/09/2020","13,312.0","13,504.0","13,568.0","13,312.0","9.48M","-1.42%"
"04/09/2020","13,504.0","13,440.0","13,568.0","13,312.0","7.29M","-0.47%"
"03/09/2020","13,568.0","13,504.0","13,696.0","13,440.0","9.50M","0.47%"
"01/09/2020","13,504.0","13,568.0","13,632.0","13,440.0","12.22M","-0.47%"
"31/08/2020","13,568.0","13,696.0","13,760.0","13,504.0","10.95M","-0.93%"
"28/08/2020","13,696.0","13,824.0","13,952.0","13,632.0","10.86M","-0.47%"
"27/08/2020","13,760.0","13,568.0","13,760.0","13,504.0","7.60M","1.42%"
"26/08/2020","13,568.0","13,504.0","13,632.0","13,376.0","9.40M","0.47%"
"25/08/2020","13,504.0","13,440.0","13,568.0","13,312.0","12.19M","0.48%"
"24/08/2020","13,440.0","13,568.0","13,760.0","13,440.0","10.66M","-0.94%"
"21/08/2020","13,568.0","13,312.0","13,568.0","13,184.0","11.55M","1.92%"
"20/08/2020","13,312.0","13,184.0","13,568.0","12,800.0","30.43M","5.63%"
"19/08/2020","12,603.0","12,652.0","12,702.0","12,505.0","18.82M","0.00%"
"18/08/2020","12,603.0","12,800.0","12,849.0","12,603.0","9.57M","-0.78%"
"17/08/2020","12,702.0","12,455.0","12,702.0","12,406.0","12.64M","1.98%"
"14/08/2020","12,455.0","12,554.0","12,554.0","12,308.0","13.57M","-0.79%"
"13/08/2020","12,554.0","12,505.0","12,603.0","12,455.0","7.73M","0.39%"
"12/08/2020","12,505.0","12,702.0","12,751.0","12,406.0","12.37M","0.00%"
"11/08/2020","12,505.0","11,815.0","12,505.0","11,766.0","31.15M","6.73%"
"10/08/2020","11,717.0","11,668.0","11,865.0","11,668.0","5.23M","0.42%"
"07/08/2020","11,668.0","11,766.0","11,865.0","11,569.0","4.37M","-0.42%"
"06/08/2020","11,717.0","11,865.0","11,865.0","11,668.0","3.81M","-0.83%"
"05/08/2020","11,815.0","11,766.0","12,012.0","11,668.0","11.12M","1.26%"
"04/08/2020","11,668.0","11,471.0","11,766.0","11,471.0","5.91M","2.15%"
"03/08/2020","11,422.0","10,880.0","11,422.0","10,880.0","6.18M","3.11%"
"31/07/2020","11,077.0","11,175.0","11,175.0","10,880.0","4.51M","-0.44%"
"30/07/2020","11,126.0","10,683.0","11,126.0","10,683.0","3.89M","1.80%"
"29/07/2020","10,929.0","11,175.0","11,225.0","10,634.0","10.01M","-3.06%"
"28/07/2020","11,274.0","10,732.0","11,274.0","10,585.0","5.28M","5.05%"
"27/07/2020","10,732.0","10,289.0","11,274.0","10,289.0","12.68M","-6.04%"
"24/07/2020","11,422.0","11,963.0","11,963.0","11,077.0","11.24M","-4.13%"
"23/07/2020","11,914.0","12,012.0","12,012.0","11,815.0","3.97M","-0.82%"
"22/07/2020","12,012.0","12,111.0","12,209.0","11,914.0","3.51M","-0.82%"
"21/07/2020","12,111.0","12,062.0","12,111.0","11,914.0","4.46M","0.41%"
"20/07/2020","12,062.0","12,209.0","12,258.0","12,062.0","5.33M","-1.20%"
"17/07/2020","12,209.0","11,865.0","12,308.0","11,815.0","16.03M","3.33%"
"16/07/2020","11,815.0","11,914.0","11,914.0","11,766.0","1.83M","0.00%"
"15/07/2020","11,815.0","11,914.0","11,914.0","11,815.0","3.19M","0.00%"
"14/07/2020","11,815.0","11,766.0","11,865.0","11,668.0","2.86M","0.42%"
"13/07/2020","11,766.0","11,865.0","11,914.0","11,717.0","3.74M","-0.41%"
"10/07/2020","11,815.0","11,963.0","12,012.0","11,717.0","4.64M","-1.24%"
"09/07/2020","11,963.0","11,766.0","11,963.0","11,766.0","4.57M","1.67%"
"08/07/2020","11,766.0","11,618.0","11,815.0","11,618.0","3.35M","0.84%"
"07/07/2020","11,668.0","11,668.0","11,815.0","11,668.0","4.85M","0.43%"
"06/07/2020","11,618.0","11,323.0","11,668.0","11,323.0","6.51M","2.61%"
"03/07/2020","11,323.0","11,422.0","11,471.0","11,323.0","2.58M","-0.43%"
"02/07/2020","11,372.0","11,422.0","11,520.0","11,323.0","2.17M","-0.44%"
"01/07/2020","11,422.0","11,225.0","11,471.0","11,225.0","3.40M","1.76%"
"30/06/2020","11,225.0","11,323.0","11,471.0","11,028.0","7.28M","-0.43%"
"29/06/2020","11,274.0","11,618.0","11,618.0","11,175.0","8.84M","-2.96%"
"26/06/2020","11,618.0","11,717.0","11,815.0","11,618.0","2.84M","-0.43%"
"25/06/2020","11,668.0","11,668.0","11,717.0","11,569.0","5.08M","-0.42%"
"24/06/2020","11,717.0","11,815.0","11,963.0","11,668.0","6.12M","-0.83%"
"23/06/2020","11,815.0","11,914.0","12,012.0","11,766.0","6.67M","-0.42%"
"22/06/2020","11,865.0","12,012.0","12,160.0","11,815.0","4.58M","-1.22%"
"19/06/2020","12,012.0","11,717.0","12,062.0","11,717.0","4.74M","2.52%"
"18/06/2020","11,717.0","11,668.0","11,766.0","11,520.0","2.64M","0.42%"
"17/06/2020","11,668.0","11,963.0","11,963.0","11,569.0","3.25M","-0.42%"
"16/06/2020","11,717.0","11,618.0","11,914.0","11,618.0","8.53M","2.14%"
"15/06/2020","11,471.0","12,160.0","12,160.0","11,422.0","11.96M","-4.90%"
"12/06/2020","12,062.0","11,815.0","12,062.0","11,520.0","13.50M","0.00%"
"11/06/2020","12,062.0","12,603.0","12,702.0","12,012.0","18.63M","-4.29%"
"10/06/2020","12,603.0","12,554.0","12,751.0","12,406.0","13.19M","0.39%"
"09/06/2020","12,554.0","12,554.0","12,603.0","12,406.0","7.17M","0.39%"
"08/06/2020","12,505.0","12,406.0","12,800.0","12,406.0","12.37M","0.80%"
"05/06/2020","12,406.0","12,505.0","12,505.0","12,258.0","8.18M","-0.39%"
"04/06/2020","12,455.0","12,603.0","12,652.0","12,406.0","10.48M","-0.79%"
"03/06/2020","12,554.0","12,209.0","12,554.0","12,209.0","7.64M","2.83%"
"02/06/2020","12,209.0","12,554.0","13,046.0","12,209.0","22.21M","-1.20%"
"01/06/2020","12,357.0","11,323.0","12,357.0","11,274.0","28.15M","9.61%"
"29/05/2020","11,274.0","11,274.0","11,323.0","11,175.0","4.86M","0.00%"
"28/05/2020","11,274.0","11,225.0","11,422.0","11,225.0","7.25M","0.44%"
"27/05/2020","11,225.0","11,569.0","11,668.0","11,225.0","12.98M","-2.14%"
"26/05/2020","11,471.0","11,077.0","11,569.0","11,077.0","10.70M","3.10%"
"25/05/2020","11,126.0","11,077.0","11,175.0","10,978.0","7.15M","0.89%"
"22/05/2020","11,028.0","11,077.0","11,175.0","10,978.0","9.83M","0.00%"
"21/05/2020","11,028.0","10,929.0","11,175.0","10,782.0","9.39M","0.91%"
"20/05/2020","10,929.0","10,880.0","11,028.0","10,831.0","6.33M","0.00%"
"19/05/2020","10,929.0","10,831.0","11,077.0","10,831.0","11.30M","1.84%"
"18/05/2020","10,732.0","10,782.0","10,782.0","10,535.0","5.63M","0.46%"
"15/05/2020","10,683.0","10,585.0","10,929.0","10,535.0","14.09M","1.40%"
"14/05/2020","10,535.0","10,683.0","10,732.0","10,535.0","7.77M","-1.39%"
"13/05/2020","10,683.0","10,831.0","10,831.0","10,585.0","7.02M","-0.46%"
"12/05/2020","10,732.0","10,683.0","10,831.0","10,535.0","8.24M","0.46%"
"11/05/2020","10,683.0","10,782.0","10,782.0","10,535.0","8.35M","1.40%"
"08/05/2020","10,535.0","10,486.0","10,782.0","10,338.0","12.18M","0.94%"
"07/05/2020","10,437.0","10,289.0","10,437.0","10,240.0","6.04M","1.92%"
"06/05/2020","10,240.0","10,043.0","10,437.0","9,945.0","9.05M","2.46%"
"05/05/2020","9,993.8","9,944.6","10,043.1","9,944.6","2.29M","0.00%"
"04/05/2020","9,993.8","10,092.3","10,092.3","9,895.4","2.43M","-0.98%"
"29/04/2020","10,092.3","9,993.8","10,092.3","9,944.6","2.43M","0.99%"
"28/04/2020","9,993.8","9,895.4","10,043.1","9,846.2","2.53M","0.99%"
"27/04/2020","9,895.4","9,993.8","10,141.5","9,846.2","3.67M","-0.98%"
"24/04/2020","9,993.8","9,944.6","10,043.1","9,846.2","2.57M","0.00%"
"23/04/2020","9,993.8","10,092.3","10,240.0","9,993.8","4.22M","-0.49%"
"22/04/2020","10,043.1","9,747.7","10,043.1","9,550.8","5.36M","3.03%"
"21/04/2020","9,747.7","10,141.5","10,141.5","9,698.5","12.22M","-4.35%"
"20/04/2020","10,190.8","10,436.9","10,436.9","10,141.5","6.22M","-1.43%"
"17/04/2020","10,338.5","10,092.3","10,387.7","10,092.3","9.77M","2.94%"
"16/04/2020","10,043.1","9,944.6","10,043.1","9,895.4","3.85M","0.99%"
"15/04/2020","9,944.6","9,846.2","10,190.8","9,846.2","7.49M","1.00%"
"14/04/2020","9,846.2","9,846.2","9,944.6","9,698.5","6.43M","0.00%"
"13/04/2020","9,846.2","8,812.3","10,043.1","8,812.3","3.91M","1.01%"
"10/04/2020","9,747.7","9,353.8","9,944.6","9,353.8","5.11M","-1.00%"
"09/04/2020","9,846.2","10,929.2","10,929.2","9,846.2","8.27M","-0.99%"
"08/04/2020","9,944.6","10,978.5","10,978.5","9,698.5","4.74M","-0.49%"
"07/04/2020","9,993.8","10,338.5","10,338.5","9,846.2","9.07M","-1.46%"
"06/04/2020","10,141.5","9,550.8","10,240.0","9,403.1","11.69M","7.85%"
"03/04/2020","9,403.1","8,910.8","9,550.8","8,910.8","7.26M","2.69%"
"01/04/2020","9,156.9","7,926.2","9,353.8","7,926.2","5.61M","4.49%"
"31/03/2020","8,763.1","8,960.0","9,255.4","8,566.2","9.21M","-2.20%"
"30/03/2020","8,960.0","9,600.0","9,600.0","8,812.3","12.04M","-7.61%"
"27/03/2020","9,698.5","9,698.5","9,895.4","9,600.0","8.09M","0.00%"
"26/03/2020","9,698.5","10,141.5","10,141.5","9,698.5","7.38M","-3.90%"
"25/03/2020","10,092.3","9,846.2","10,240.0","9,846.2","8.36M","4.59%"
"24/03/2020","9,649.2","9,403.1","9,796.9","9,403.1","8.77M","1.55%"
"23/03/2020","9,501.5","10,436.9","10,535.4","9,501.5","20.36M","-9.81%"
"20/03/2020","10,535.4","11,421.5","11,421.5","10,338.5","6.79M","1.42%"
"19/03/2020","10,387.7","10,338.5","10,486.2","10,190.8","8.30M","-0.47%"
"18/03/2020","10,436.9","10,486.2","10,633.8","10,289.2","10.04M","0.47%"
"17/03/2020","10,387.7","10,240.0","10,535.4","9,895.4","13.34M","0.96%"
"16/03/2020","10,289.2","10,830.8","10,978.5","10,190.8","9.37M","-5.00%"
"13/03/2020","10,830.8","10,584.6","11,076.9","10,092.3","18.32M","-0.45%"
"12/03/2020","10,880.0","11,323.1","11,323.1","10,584.6","22.51M","-5.56%"
"11/03/2020","11,520.0","11,963.1","12,012.3","11,323.1","15.93M","-3.31%"
"10/03/2020","11,913.8","11,323.1","12,209.2","11,273.8","15.40M","3.86%"
"09/03/2020","11,470.8","12,160.0","12,160.0","11,323.1","34.08M","-7.91%"
"06/03/2020","12,455.4","12,553.8","12,553.8","12,356.9","8.04M","-1.17%"
"05/03/2020","12,603.1","12,800.0","12,996.9","12,504.6","12.12M","-0.77%"
"04/03/2020","12,701.5","12,603.1","12,701.5","12,455.4","10.25M","0.78%"
"03/03/2020","12,603.1","12,603.1","12,750.8","12,455.4","12.93M","1.59%"
"02/03/2020","12,406.2","12,012.3","12,553.8","12,012.3","7.37M","0.00%"
"28/02/2020","12,406.2","11,323.1","12,455.4","11,323.1","12.11M","-1.18%"
"27/02/2020","12,553.8","11,913.8","12,553.8","11,913.8","10.79M","3.66%"
"26/02/2020","12,110.8","12,307.7","12,356.9","11,963.1","9.18M","-1.99%"
"25/02/2020","12,356.9","11,569.2","12,356.9","11,372.3","16.82M","4.58%"
"24/02/2020","11,815.4","12,553.8","12,603.1","11,716.9","20.96M","-6.61%"
"21/02/2020","12,652.3","12,258.5","13,095.4","12,258.5","12.87M","-2.65%"
"20/02/2020","12,996.9","12,947.7","13,292.3","12,849.2","11.33M","0.38%"
"19/02/2020","12,947.7","13,046.2","13,144.6","12,750.8","10.34M","-1.13%"
"18/02/2020","13,095.4","12,996.9","13,341.5","12,947.7","12.78M","0.76%"
"17/02/2020","12,996.9","12,947.7","13,144.6","12,800.0","7.65M","0.00%"
"14/02/2020","12,996.9","12,553.8","13,193.9","12,553.8","16.29M","3.53%"
"13/02/2020","12,553.8","12,603.1","12,652.3","12,356.9","7.66M","-0.39%"
"12/02/2020","12,603.1","11,716.9","12,652.3","11,716.9","21.36M","8.02%"
"11/02/2020","11,667.7","11,618.5","11,716.9","11,569.2","3.78M","0.42%"
"10/02/2020","11,618.5","11,716.9","11,766.2","11,520.0","2.58M","-0.84%"
"07/02/2020","11,716.9","11,815.4","11,864.6","11,618.5","4.08M","-0.83%"
"06/02/2020","11,815.4","11,372.3","11,815.4","11,323.1","6.06M","4.35%"
"05/02/2020","11,323.1","11,520.0","11,569.2","11,273.8","5.67M","-0.86%"
"04/02/2020","11,421.5","11,273.8","11,421.5","11,076.9","4.87M","2.65%"
"03/02/2020","11,126.2","10,978.5","11,323.1","10,683.1","9.00M","-1.74%"
"31/01/2020","11,323.1","11,569.2","11,716.9","11,273.8","8.62M","-2.54%"
"30/01/2020","11,618.5","11,913.8","11,963.1","11,421.5","8.63M","-3.67%"
"22/01/2020","12,061.5","12,110.8","12,110.8","11,963.1","3.20M","0.00%"
"21/01/2020","12,061.5","12,061.5","12,160.0","11,963.1","3.61M","0.82%"
"20/01/2020","11,963.1","11,716.9","12,160.0","11,716.9","9.03M","2.10%"
"17/01/2020","11,716.9","11,815.4","11,864.6","11,667.7","5.50M","-0.42%"
"16/01/2020","11,766.2","11,470.8","11,815.4","11,470.8","5.73M","2.58%"
"15/01/2020","11,470.8","11,569.2","11,569.2","11,421.5","2.35M","-0.85%"
"14/01/2020","11,569.2","11,273.8","11,569.2","11,273.8","5.79M","2.62%"
"13/01/2020","11,273.8","11,273.8","11,273.8","11,175.4","3.09M","0.88%"
"10/01/2020","11,175.4","11,076.9","11,372.3","11,076.9","4.82M","1.34%"
"09/01/2020","11,027.7","10,929.2","11,126.2","10,929.2","2.89M","1.36%"
"08/01/2020","10,880.0","11,076.9","11,076.9","10,830.8","4.68M","-1.78%"
"07/01/2020","11,076.9","11,076.9","11,175.4","11,076.9","2.13M","0.00%"
"06/01/2020","11,076.9","11,323.1","11,323.1","11,076.9","2.61M","-2.17%"
"03/01/2020","11,323.1","11,323.1","11,421.5","11,273.8","2.14M","0.00%"
"02/01/2020","11,323.1","11,224.6","11,323.1","11,175.4","2.36M","0.88%"
"31/12/2019","11,224.6","11,175.4","11,273.8","11,076.9","3.35M","0.44%"
"30/12/2019","11,175.4","11,175.4","11,273.8","11,126.2","2.78M","0.00%"
"27/12/2019","11,175.4","11,126.2","11,175.4","11,076.9","1.84M","0.44%"
"26/12/2019","11,126.2","11,224.6","11,224.6","11,126.2","1.82M","-1.31%"
"25/12/2019","11,273.8","11,224.6","11,273.8","11,126.2","2.28M","0.88%"
"24/12/2019","11,175.4","11,273.8","11,273.8","11,175.4","1.67M","-0.44%"
"23/12/2019","11,224.6","11,175.4","11,323.1","11,175.4","3.63M","0.44%"
"20/12/2019","11,175.4","11,126.2","11,175.4","11,076.9","2.12M","0.89%"
"19/12/2019","11,076.9","11,126.2","11,126.2","11,027.7","1.27M","0.00%"
"18/12/2019","11,076.9","11,175.4","11,224.6","11,076.9","2.30M","-1.32%"
"17/12/2019","11,224.6","11,323.1","11,323.1","11,224.6","1.91M","-0.87%"
"16/12/2019","11,323.1","11,421.5","11,421.5","11,323.1","1.93M","-0.86%"
"13/12/2019","11,421.5","11,323.1","11,470.8","11,323.1","2.94M","0.87%"
"12/12/2019","11,323.1","11,273.8","11,372.3","11,273.8","1.33M","0.44%"
"11/12/2019","11,273.8","11,224.6","11,273.8","11,126.2","1.60M","0.44%"
"10/12/2019","11,224.6","11,273.8","11,323.1","11,126.2","1.17M","-0.44%"
"09/12/2019","11,273.8","11,323.1","11,323.1","11,175.4","1.65M","-0.44%"
"06/12/2019","11,323.1","11,323.1","11,372.3","11,273.8","1.42M","0.00%"
"05/12/2019","11,323.1","11,421.5","11,421.5","11,273.8","2.52M","-0.43%"
"04/12/2019","11,372.3","11,175.4","11,372.3","11,076.9","2.67M","2.21%"
"03/12/2019","11,126.2","11,175.4","11,273.8","11,027.7","2.89M","0.00%"
"02/12/2019","11,126.2","11,372.3","11,421.5","11,076.9","3.33M","-2.16%"
"29/11/2019","11,372.3","11,273.8","11,372.3","11,224.6","1.63M","0.87%"
"28/11/2019","11,273.8","11,470.8","11,470.8","11,224.6","3.43M","-1.29%"
"27/11/2019","11,421.5","11,618.5","11,667.7","11,421.5","1.94M","-1.70%"
"26/11/2019","11,618.5","11,569.2","11,667.7","11,569.2","1.17M","0.86%"
"25/11/2019","11,520.0","11,470.8","11,618.5","11,421.5","3.96M","0.86%"
"22/11/2019","11,421.5","11,815.4","11,815.4","11,372.3","6.83M","-3.33%"
"21/11/2019","11,815.4","10,830.8","11,864.6","10,830.8","3.62M","0.42%"
"20/11/2019","11,766.2","11,963.1","11,963.1","11,766.2","2.76M","-1.24%"
"19/11/2019","11,913.8","11,864.6","11,913.8","11,815.4","2.84M","0.41%"
"18/11/2019","11,864.6","12,012.3","12,061.5","11,815.4","5.61M","-1.23%"
"15/11/2019","12,012.3","12,012.3","12,110.8","12,012.3","3.36M","-0.41%"
"14/11/2019","12,061.5","12,307.7","12,356.9","12,061.5","4.65M","-2.00%"
"13/11/2019","12,307.7","12,160.0","12,455.4","12,160.0","7.26M","1.21%"
"12/11/2019","12,160.0","12,160.0","12,160.0","12,061.5","3.20M","0.00%"
"11/11/2019","12,160.0","12,209.2","12,258.5","12,160.0","3.49M","-0.40%"
"08/11/2019","12,209.2","12,258.5","12,356.9","12,110.8","7.97M","0.81%"
"07/11/2019","12,110.8","12,110.8","12,160.0","12,061.5","4.27M","0.00%"
"06/11/2019","12,110.8","12,209.2","12,209.2","12,061.5","5.09M","0.00%"
"05/11/2019","12,110.8","12,160.0","12,258.5","12,110.8","7.27M","0.00%"
"04/11/2019","12,110.8","11,913.8","12,160.0","11,913.8","8.00M","1.65%"
"01/11/2019","11,913.8","11,667.7","11,963.1","11,667.7","3.87M","0.41%"
"31/10/2019","11,864.6","11,963.1","12,012.3","11,864.6","2.63M","-0.82%"
"30/10/2019","11,963.1","11,716.9","12,012.3","11,618.5","15.09M","2.53%"
"29/10/2019","11,667.7","11,716.9","11,766.2","11,618.5","3.46M","0.00%"
"28/10/2019","11,667.7","11,618.5","11,766.2","11,618.5","2.21M","0.42%"
"25/10/2019","11,618.5","11,618.5","11,618.5","11,520.0","2.25M","0.00%"
"24/10/2019","11,618.5","11,618.5","11,618.5","11,520.0","1.87M","0.43%"
"23/10/2019","11,569.2","11,569.2","11,667.7","11,569.2","2.00M","0.00%"
"22/10/2019","11,569.2","11,520.0","11,569.2","11,470.8","3.37M","0.43%"
"21/10/2019","11,520.0","11,815.4","11,913.8","11,520.0","5.57M","-2.90%"
"18/10/2019","11,864.6","12,061.5","12,061.5","11,815.4","3.79M","-1.23%"
"17/10/2019","12,012.3","11,963.1","12,012.3","11,864.6","3.89M","0.00%"
"16/10/2019","12,012.3","12,061.5","12,110.8","12,012.3","4.21M","0.00%"
"15/10/2019","12,012.3","12,061.5","12,110.8","11,963.1","4.73M","-0.41%"
"14/10/2019","12,061.5","11,815.4","12,061.5","11,815.4","7.19M","2.08%"
"11/10/2019","11,815.4","11,815.4","11,913.8","11,766.2","3.10M","0.00%"
"10/10/2019","11,815.4","11,667.7","11,963.1","11,667.7","9.87M","1.27%"
"09/10/2019","11,667.7","11,520.0","11,667.7","11,470.8","3.48M","1.72%"
"08/10/2019","11,470.8","11,421.5","11,520.0","11,372.3","2.36M","0.43%"
"07/10/2019","11,421.5","11,618.5","11,618.5","11,421.5","3.92M","-1.70%"
"04/10/2019","11,618.5","11,618.5","11,716.9","11,569.2","3.21M","0.00%"
"03/10/2019","11,618.5","11,569.2","11,618.5","11,470.8","3.77M","0.00%"
"02/10/2019","11,618.5","11,569.2","11,716.9","11,569.2","4.39M","-0.42%"
"01/10/2019","11,667.7","11,520.0","11,667.7","11,470.8","3.75M","1.28%"
"30/09/2019","11,520.0","11,470.8","11,618.5","11,421.5","4.68M","0.86%"
"27/09/2019","11,421.5","12,307.7","12,307.7","11,421.5","4.39M","-0.43%"
"26/09/2019","11,470.8","11,323.1","11,470.8","11,273.8","4.71M","1.30%"
"25/09/2019","11,323.1","11,372.3","11,421.5","11,273.8","3.09M","-0.86%"
"24/09/2019","11,421.5","11,470.8","11,520.0","11,372.3","2.69M","-0.43%"
"23/09/2019","11,470.8","11,421.5","11,618.5","11,372.3","5.85M","0.43%"
"20/09/2019","11,421.5","11,569.2","12,504.6","11,372.3","5.15M","0.43%"
"19/09/2019","11,372.3","11,027.7","11,421.5","10,978.5","6.95M","3.12%"
"18/09/2019","11,027.7","10,978.5","11,126.2","10,929.2","3.13M","0.45%"
"17/09/2019","10,978.5","11,027.7","11,027.7","10,880.0","2.42M","-0.45%"
"16/09/2019","11,027.7","11,126.2","11,175.4","10,978.5","2.52M","-0.89%"
"13/09/2019","11,126.2","10,978.5","11,126.2","10,880.0","2.69M","1.80%"
"12/09/2019","10,929.2","10,781.5","10,929.2","10,732.3","1.26M","1.83%"
"11/09/2019","10,732.3","10,683.1","10,732.3","10,633.8","873.21K","0.46%"
"10/09/2019","10,683.1","10,781.5","10,781.5","10,633.8","1.67M","-0.91%"
"09/09/2019","10,781.5","10,732.3","10,830.8","10,683.1","750.57K","0.00%"
"06/09/2019","10,781.5","10,830.8","10,880.0","10,683.1","1.05M","-0.46%"
"05/09/2019","10,830.8","10,880.0","10,880.0","10,781.5","1.27M","0.00%"
"04/09/2019","10,830.8","10,880.0","10,880.0","10,732.3","742.06K","-0.45%"
"03/09/2019","10,880.0","10,929.2","11,027.7","10,781.5","984.95K","-0.45%"
"30/08/2019","10,929.2","10,978.5","11,076.9","10,880.0","1.11M","0.45%"
"29/08/2019","10,880.0","10,978.5","11,027.7","10,830.8","1.29M","-0.45%"
"28/08/2019","10,929.2","11,027.7","11,076.9","10,929.2","1.04M","-1.33%"
"27/08/2019","11,076.9","11,027.7","11,126.2","10,978.5","2.06M","0.00%"
"26/08/2019","11,076.9","11,076.9","11,076.9","10,880.0","2.06M","-0.44%"
"23/08/2019","11,126.2","11,175.4","11,224.6","11,027.7","1.66M","-0.44%"
"22/08/2019","11,175.4","11,076.9","11,224.6","11,027.7","3.36M","1.79%"
"21/08/2019","10,978.5","10,929.2","11,027.7","10,880.0","5.67M","0.45%"
"20/08/2019","10,929.2","10,880.0","10,978.5","10,880.0","2.68M","0.91%"
"19/08/2019","10,830.8","10,830.8","10,978.5","10,781.5","2.46M","0.46%"
"16/08/2019","10,781.5","10,781.5","10,880.0","10,584.6","3.12M","0.92%"
"15/08/2019","10,683.1","10,683.1","10,683.1","10,486.2","2.99M","0.00%"
"14/08/2019","10,683.1","10,830.8","10,929.2","10,683.1","1.84M","-0.91%"
"13/08/2019","10,781.5","10,781.5","10,830.8","10,633.8","1.17M","-0.46%"
"12/08/2019","10,830.8","10,830.8","10,830.8","10,732.3","1.17M","0.46%"
"09/08/2019","10,781.5","10,535.4","10,978.5","10,535.4","1.47M","-0.46%"
"08/08/2019","10,830.8","10,141.5","10,830.8","9,846.2","2.17M","1.85%"
"07/08/2019","10,633.8","10,732.3","10,830.8","10,633.8","2.10M","-0.46%"
"06/08/2019","10,683.1","10,092.3","10,781.5","10,092.3","3.70M","-1.36%"
"05/08/2019","10,830.8","10,978.5","10,978.5","10,732.3","5.16M","-1.35%"
"02/08/2019","10,978.5","11,076.9","11,126.2","10,830.8","3.60M","-0.89%"
"01/08/2019","11,076.9","11,175.4","11,323.1","11,027.7","3.87M","-1.32%"
"31/07/2019","11,224.6","11,372.3","11,372.3","11,175.4","1.82M","-0.44%"
"30/07/2019","11,273.8","11,224.6","11,470.8","11,224.6","2.23M","-0.44%"
"29/07/2019","11,323.1","11,421.5","11,520.0","11,273.8","2.56M","-1.71%"
"26/07/2019","11,520.0","11,716.9","11,716.9","11,470.8","2.14M","-1.27%"
"25/07/2019","11,667.7","11,716.9","11,864.6","11,667.7","4.26M","0.36%"
"24/07/2019","11,626.0","11,663.9","11,777.5","11,474.6","10.46M","-0.32%"
"23/07/2019","11,663.9","11,739.7","11,777.5","11,626.0","5.15M","-0.65%"
"22/07/2019","11,739.7","12,989.4","12,989.4","11,626.0","5.03M","-0.64%"
"19/07/2019","11,815.4","12,118.4","12,118.4","11,663.9","7.60M","1.30%"
"18/07/2019","11,663.9","11,512.4","11,663.9","11,436.7","4.23M","0.33%"
"17/07/2019","11,626.0","11,436.7","11,701.8","11,436.7","6.62M","1.66%"
"16/07/2019","11,436.7","11,361.0","11,512.4","11,361.0","3.16M","0.67%"
"15/07/2019","11,361.0","11,398.8","11,436.7","11,323.1","2.46M","-0.33%"
"12/07/2019","11,398.8","11,474.6","11,512.4","11,361.0","2.35M","-0.33%"
"11/07/2019","11,436.7","11,209.5","11,512.4","11,209.5","5.50M","2.03%"
"10/07/2019","11,209.5","11,285.2","11,361.0","11,209.5","2.96M","-0.67%"
"09/07/2019","11,285.2","10,982.3","11,285.2","10,982.3","7.34M","2.76%"
"08/07/2019","10,982.3","11,058.0","11,133.7","10,944.4","1.13M","-0.68%"
"05/07/2019","11,058.0","11,095.9","11,133.7","11,020.1","2.11M","0.00%"
"04/07/2019","11,058.0","10,944.4","11,095.9","10,944.4","2.44M","1.39%"
"03/07/2019","10,906.5","10,982.3","11,020.1","10,868.6","1.70M","-0.35%"
"02/07/2019","10,944.4","11,058.0","11,058.0","10,944.4","1.03M","-1.03%"
