"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"01/07/2019","11,058.0","11,133.7","11,133.7","10,982.3","1.69M","1.04%"
"28/06/2019","10,944.4","10,830.8","10,944.4","10,792.9","1.77M","1.05%"
"27/06/2019","10,830.8","10,982.3","11,020.1","10,830.8","2.31M","-1.38%"
"26/06/2019","10,982.3","10,982.3","11,058.0","10,982.3","1.03M","-0.68%"
"25/06/2019","11,058.0","11,171.6","11,209.5","10,982.3","3.52M","-1.02%"
"24/06/2019","11,171.6","11,171.6","11,247.3","11,133.7","3.75M","0.00%"
"21/06/2019","11,171.6","11,209.5","11,361.0","11,133.7","2.18M","-0.34%"
"20/06/2019","11,209.5","10,944.4","11,209.5","10,906.5","3.79M","2.42%"
"19/06/2019","10,944.4","10,944.4","11,020.1","10,906.5","1.34M","0.00%"
"18/06/2019","10,944.4","10,868.6","10,982.3","10,868.6","2.03M","0.70%"
"17/06/2019","10,868.6","10,868.6","10,944.4","10,830.8","2.37M","0.00%"
"14/06/2019","10,868.6","10,830.8","10,982.3","10,830.8","2.77M","0.35%"
"13/06/2019","10,830.8","10,792.9","10,868.6","10,792.9","2.24M","0.35%"
"12/06/2019","10,792.9","10,830.8","10,868.6","10,792.9","1.47M","-0.35%"
"11/06/2019","10,830.8","10,830.8","10,868.6","10,830.8","1.49M","0.00%"
"10/06/2019","10,830.8","10,868.6","10,944.4","10,830.8","1.22M","-0.35%"
"07/06/2019","10,868.6","10,792.9","10,906.5","10,792.9","744.89K","0.70%"
"06/06/2019","10,792.9","10,944.4","10,944.4","10,755.0","2.41M","-1.38%"
"05/06/2019","10,944.4","10,830.8","10,944.4","10,830.8","2.79M","1.05%"
"04/06/2019","10,830.8","10,868.6","10,982.3","10,830.8","2.30M","-0.35%"
"03/06/2019","10,868.6","10,868.6","10,982.3","10,830.8","3.04M","-1.04%"
"31/05/2019","10,982.3","10,982.3","11,020.1","10,868.6","2.71M","-0.34%"
"30/05/2019","11,020.1","11,020.1","11,058.0","10,982.3","1.92M","-0.34%"
"29/05/2019","11,058.0","10,944.4","11,058.0","10,868.6","2.86M","1.04%"
"28/05/2019","10,944.4","10,982.3","11,058.0","10,944.4","2.49M","-0.35%"
"27/05/2019","10,982.3","11,020.1","11,058.0","10,982.3","2.41M","-0.68%"
"24/05/2019","11,058.0","10,300.6","11,171.6","10,300.6","2.35M","-1.02%"
"23/05/2019","11,171.6","11,323.1","11,361.0","11,095.9","1.67M","-0.34%"
"22/05/2019","11,209.5","11,133.7","11,323.1","11,133.7","3.37M","0.68%"
"21/05/2019","11,133.7","11,133.7","11,247.3","11,095.9","3.66M","0.34%"
"20/05/2019","11,095.9","11,095.9","11,171.6","11,020.1","1.78M","0.34%"
"17/05/2019","11,058.0","11,095.9","11,133.7","11,058.0","2.25M","-0.34%"
"16/05/2019","11,095.9","11,209.5","11,209.5","11,058.0","3.87M","-0.68%"
"15/05/2019","11,171.6","11,020.1","11,247.3","11,020.1","3.41M","1.37%"
"14/05/2019","11,020.1","11,058.0","11,095.9","10,944.4","4.23M","-0.34%"
"13/05/2019","11,058.0","11,133.7","11,209.5","11,058.0","2.41M","-0.34%"
"10/05/2019","11,095.9","11,020.1","11,133.7","10,982.3","1.71M","0.69%"
"09/05/2019","11,020.1","11,133.7","11,171.6","11,020.1","1.59M","-1.36%"
"08/05/2019","11,171.6","11,095.9","11,209.5","11,020.1","2.69M","0.00%"
"07/05/2019","11,171.6","11,361.0","11,361.0","11,058.0","2.30M","0.34%"
"06/05/2019","11,133.7","11,361.0","11,361.0","11,133.7","3.65M","-2.00%"
"03/05/2019","11,361.0","11,285.2","11,361.0","11,285.2","2.94M","1.01%"
"02/05/2019","11,247.3","11,436.7","11,474.6","11,247.3","3.00M","-1.33%"
"26/04/2019","11,398.8","11,361.0","11,436.7","11,323.1","2.97M","0.33%"
"25/04/2019","11,361.0","11,398.8","11,512.4","11,323.1","1.97M","-0.33%"
"24/04/2019","11,398.8","11,247.3","11,436.7","11,171.6","2.81M","1.69%"
"23/04/2019","11,209.5","11,133.7","11,323.1","11,020.1","4.36M","1.02%"
"22/04/2019","11,095.9","11,247.3","11,247.3","11,020.1","3.60M","-1.01%"
"19/04/2019","11,209.5","11,285.2","11,323.1","11,209.5","1.58M","-0.34%"
"18/04/2019","11,247.3","11,095.9","11,361.0","11,095.9","2.69M","-0.67%"
"17/04/2019","11,323.1","11,398.8","11,474.6","11,323.1","1.82M","-0.33%"
"16/04/2019","11,361.0","11,436.7","11,436.7","11,285.2","3.51M","-0.66%"
"12/04/2019","11,436.7","11,436.7","11,474.6","11,361.0","2.78M","-0.33%"
"11/04/2019","11,474.6","11,588.2","11,588.2","11,398.8","2.39M","0.33%"
"10/04/2019","11,436.7","11,474.6","11,550.3","11,436.7","2.29M","-0.98%"
"09/04/2019","11,550.3","11,663.9","11,739.7","11,550.3","4.76M","-0.97%"
"08/04/2019","11,663.9","11,436.7","11,701.8","11,436.7","5.87M","1.99%"
"05/04/2019","11,436.7","11,436.7","11,512.4","11,398.8","2.03M","0.00%"
"04/04/2019","11,436.7","11,323.1","11,474.6","11,323.1","2.88M","0.33%"
"03/04/2019","11,398.8","11,550.3","11,550.3","11,323.1","3.68M","-0.66%"
"02/04/2019","11,474.6","11,550.3","11,626.0","11,474.6","3.13M","0.00%"
"01/04/2019","11,474.6","11,474.6","11,550.3","11,474.6","1.99M","0.00%"
"29/03/2019","11,474.6","11,474.6","11,550.3","11,436.7","5.06M","0.00%"
"28/03/2019","11,474.6","11,512.4","11,550.3","11,436.7","3.61M","-0.33%"
"27/03/2019","11,512.4","11,512.4","11,588.2","11,436.7","2.26M","0.33%"
"26/03/2019","11,474.6","11,436.7","11,512.4","11,398.8","4.07M","0.66%"
"25/03/2019","11,398.8","11,512.4","11,512.4","11,323.1","6.01M","-1.31%"
"22/03/2019","11,550.3","11,512.4","11,626.0","11,512.4","4.80M","0.33%"
"21/03/2019","11,512.4","11,739.7","11,891.1","11,512.4","7.76M","-1.94%"
"20/03/2019","11,739.7","11,891.1","11,891.1","11,626.0","8.30M","-0.96%"
"19/03/2019","11,853.3","12,118.4","12,118.4","11,815.4","7.47M","-1.88%"
"18/03/2019","12,080.5","12,042.6","12,194.1","12,004.7","9.88M","0.63%"
"15/03/2019","12,004.7","11,966.9","12,042.6","11,853.3","7.00M","0.63%"
"14/03/2019","11,929.0","11,891.1","12,118.4","11,853.3","6.16M","0.32%"
"13/03/2019","11,891.1","11,777.5","12,004.7","11,701.8","14.45M","1.62%"
"12/03/2019","11,701.8","11,550.3","11,701.8","11,474.6","6.61M","1.65%"
"11/03/2019","11,512.4","11,474.6","11,588.2","11,436.7","2.73M","0.33%"
"08/03/2019","11,474.6","11,512.4","11,588.2","11,436.7","3.74M","-0.66%"
"07/03/2019","11,550.3","11,512.4","11,626.0","11,474.6","8.72M","0.66%"
"06/03/2019","11,474.6","11,436.7","11,512.4","11,361.0","3.11M","0.00%"
"05/03/2019","11,474.6","11,512.4","11,626.0","11,398.8","6.51M","-0.33%"
"04/03/2019","11,512.4","11,361.0","11,550.3","11,323.1","8.24M","1.33%"
"01/03/2019","11,361.0","11,285.2","11,398.8","11,171.6","3.91M","1.01%"
"28/02/2019","11,247.3","11,663.9","11,663.9","11,247.3","10.02M","-2.94%"
"27/02/2019","11,588.2","11,663.9","11,701.8","11,550.3","4.08M","-0.65%"
"26/02/2019","11,663.9","11,663.9","11,815.4","11,588.2","6.01M","-0.65%"
"25/02/2019","11,739.7","11,626.0","11,891.1","11,550.3","10.23M","1.64%"
"22/02/2019","11,550.3","11,436.7","11,663.9","11,361.0","10.49M","1.33%"
"21/02/2019","11,398.8","11,512.4","11,626.0","11,398.8","7.84M","-0.99%"
"20/02/2019","11,512.4","11,474.6","11,550.3","11,436.7","4.47M","0.33%"
"19/02/2019","11,474.6","11,550.3","11,550.3","11,436.7","7.27M","-0.33%"
"18/02/2019","11,512.4","11,436.7","11,550.3","11,436.7","5.04M","0.66%"
"15/02/2019","11,436.7","11,398.8","11,512.4","11,361.0","5.75M","0.33%"
"14/02/2019","11,398.8","11,550.3","11,550.3","11,398.8","3.59M","-1.31%"
"13/02/2019","11,550.3","11,588.2","11,626.0","11,474.6","5.53M","0.00%"
"12/02/2019","11,550.3","11,436.7","11,588.2","11,436.7","5.44M","0.99%"
"11/02/2019","11,436.7","11,285.2","11,701.8","11,209.5","4.53M","2.37%"
"01/02/2019","11,171.6","11,133.7","11,209.5","11,095.9","2.06M","0.34%"
"31/01/2019","11,133.7","11,209.5","11,285.2","11,095.9","4.42M","0.34%"
"30/01/2019","11,095.9","11,739.7","11,739.7","10,982.3","4.13M","1.03%"
"29/01/2019","10,982.3","10,906.5","10,982.3","10,830.8","2.88M","0.35%"
"28/01/2019","10,944.4","11,058.0","11,095.9","10,603.6","2.63M","-1.03%"
"25/01/2019","11,058.0","11,285.2","11,285.2","11,020.1","2.21M","0.00%"
"24/01/2019","11,058.0","11,058.0","11,171.6","10,982.3","4.60M","0.34%"
"23/01/2019","11,020.1","10,982.3","11,058.0","10,944.4","3.06M","0.00%"
"22/01/2019","11,020.1","11,247.3","11,285.2","11,020.1","4.87M","-1.36%"
"21/01/2019","11,171.6","10,868.6","11,361.0","10,868.6","5.49M","3.15%"
"18/01/2019","10,830.8","10,982.3","10,982.3","10,755.0","3.73M","-1.04%"
"17/01/2019","10,944.4","10,944.4","11,020.1","10,906.5","1.95M","0.35%"
"16/01/2019","10,906.5","11,020.1","11,095.9","10,906.5","1.35M","-1.03%"
"15/01/2019","11,020.1","10,679.3","11,020.1","10,035.5","2.38M","1.39%"
"14/01/2019","10,868.6","10,906.5","10,944.4","10,868.6","2.47M","-0.69%"
"11/01/2019","10,944.4","10,982.3","11,020.1","10,906.5","3.30M","0.00%"
"10/01/2019","10,944.4","10,982.3","11,020.1","10,944.4","3.64M","-0.35%"
"09/01/2019","10,982.3","10,830.8","11,020.1","10,792.9","5.80M","1.75%"
"08/01/2019","10,792.9","11,891.1","11,891.1","10,792.9","2.23M","-0.70%"
"07/01/2019","10,868.6","10,944.4","10,944.4","10,792.9","3.45M","1.41%"
"04/01/2019","10,717.2","10,603.6","10,792.9","10,452.1","7.32M","0.71%"
"03/01/2019","10,641.4","9,959.8","11,020.1","9,959.8","5.17M","-3.77%"
"02/01/2019","11,058.0","11,209.5","11,209.5","10,944.4","2.91M","-1.35%"
"28/12/2018","11,209.5","11,171.6","11,209.5","10,982.3","5.79M","0.68%"
"27/12/2018","11,133.7","11,133.7","11,247.3","10,982.3","6.36M","2.44%"
"26/12/2018","10,868.6","9,846.2","10,982.3","9,846.2","4.01M","-0.35%"
"25/12/2018","10,906.5","10,906.5","10,906.5","10,641.4","11.38M","-0.69%"
"24/12/2018","10,982.3","10,603.6","11,171.6","10,603.6","5.91M","-1.36%"
"21/12/2018","11,133.7","11,171.6","11,171.6","11,020.1","4.41M","-0.68%"
"20/12/2018","11,209.5","11,133.7","11,247.3","11,095.9","3.09M","0.00%"
"19/12/2018","11,209.5","12,307.7","12,307.7","11,058.0","3.49M","0.00%"
"18/12/2018","11,209.5","11,133.7","11,209.5","10,982.3","7.11M","0.00%"
"17/12/2018","11,209.5","11,474.6","11,512.4","11,209.5","7.25M","-2.63%"
"14/12/2018","11,512.4","11,626.0","11,626.0","11,512.4","5.54M","-0.98%"
"13/12/2018","11,626.0","11,739.7","11,777.5","11,626.0","4.68M","-0.65%"
"12/12/2018","11,701.8","11,474.6","11,701.8","11,474.6","3.06M","0.98%"
"11/12/2018","11,588.2","10,414.2","11,739.7","10,414.2","6.56M","0.33%"
"10/12/2018","11,550.3","11,550.3","11,701.8","11,323.1","7.05M","-0.33%"
"07/12/2018","11,588.2","11,701.8","11,853.3","11,588.2","6.04M","-0.65%"
"06/12/2018","11,663.9","11,663.9","11,853.3","11,588.2","8.83M","-0.65%"
"05/12/2018","11,739.7","11,701.8","11,815.4","11,512.4","9.10M","-0.32%"
"04/12/2018","11,777.5","11,853.3","11,966.9","11,663.9","7.40M","-0.64%"
"03/12/2018","11,853.3","11,323.1","11,853.3","11,323.1","12.39M","5.03%"
"30/11/2018","11,285.2","10,414.2","11,398.8","10,414.2","7.85M","1.02%"
"29/11/2018","11,171.6","11,171.6","11,361.0","11,171.6","9.36M","0.34%"
"28/11/2018","11,133.7","10,149.1","11,171.6","10,149.1","8.37M","2.08%"
"27/11/2018","10,906.5","11,020.1","11,095.9","10,830.8","6.87M","-1.03%"
"26/11/2018","11,020.1","10,792.9","11,020.1","10,792.9","4.31M","0.34%"
"23/11/2018","10,982.3","11,171.6","11,171.6","10,982.3","7.10M","-1.36%"
"22/11/2018","11,133.7","11,323.1","11,398.8","11,020.1","11.63M","1.73%"
"21/11/2018","10,944.4","10,830.8","10,982.3","10,717.2","6.49M","0.00%"
"20/11/2018","10,944.4","10,982.3","10,982.3","10,830.8","5.73M","-0.35%"
"19/11/2018","10,982.3","10,717.2","10,982.3","10,717.2","5.91M","1.75%"
"16/11/2018","10,792.9","10,414.2","10,944.4","10,414.2","9.29M","3.64%"
"15/11/2018","10,414.2","10,262.7","10,641.4","10,262.7","7.13M","-0.36%"
"14/11/2018","10,452.1","10,679.3","10,792.9","10,376.3","8.69M","-2.47%"
"13/11/2018","10,717.2","10,830.8","10,830.8","10,603.6","7.27M","-1.39%"
"12/11/2018","10,868.6","10,868.6","10,906.5","10,717.2","4.69M","0.00%"
"09/11/2018","10,868.6","11,133.7","11,209.5","10,868.6","7.87M","-2.38%"
"08/11/2018","11,133.7","11,247.3","11,361.0","11,095.9","6.89M","0.34%"
"07/11/2018","11,095.9","11,171.6","11,247.3","10,982.3","7.78M","-0.34%"
"06/11/2018","11,133.7","11,436.7","11,512.4","11,133.7","7.02M","-2.65%"
"05/11/2018","11,436.7","11,512.4","11,550.3","11,209.5","8.16M","-0.66%"
"02/11/2018","11,512.4","11,171.6","11,512.4","11,171.6","11.53M","3.75%"
"01/11/2018","11,095.9","11,474.6","11,588.2","11,095.9","7.67M","-3.30%"
"31/10/2018","11,474.6","10,830.8","11,474.6","10,830.8","12.66M","6.32%"
"30/10/2018","10,792.9","10,603.6","11,020.1","10,527.8","9.57M","1.79%"
"29/10/2018","10,603.6","10,717.2","10,755.0","10,414.2","10.56M","-1.06%"
"26/10/2018","10,717.2","11,020.1","11,323.1","10,717.2","7.62M","-2.08%"
"25/10/2018","10,944.4","10,944.4","11,133.7","10,452.1","13.59M","-1.37%"
"24/10/2018","11,095.9","11,209.5","11,474.6","11,095.9","9.03M","-1.01%"
"23/10/2018","11,209.5","11,663.9","11,663.9","11,171.6","10.72M","-3.90%"
"22/10/2018","11,663.9","11,739.7","11,853.3","11,663.9","4.35M","-0.65%"
"19/10/2018","11,739.7","11,701.8","12,118.4","11,436.7","5.77M","0.00%"
"18/10/2018","11,739.7","11,929.0","11,929.0","11,701.8","4.47M","-1.59%"
"17/10/2018","11,929.0","12,004.7","12,118.4","11,891.1","6.05M","0.64%"
"16/10/2018","11,853.3","11,739.7","11,929.0","11,739.7","5.13M","0.97%"
"15/10/2018","11,739.7","12,194.1","12,194.1","11,739.7","6.35M","-3.13%"
"12/10/2018","12,118.4","11,588.2","12,118.4","11,361.0","13.00M","3.23%"
"11/10/2018","11,739.7","12,610.7","12,610.7","11,512.4","24.80M","-7.74%"
"10/10/2018","12,724.3","12,762.1","12,837.9","12,686.4","7.40M","-0.30%"
"09/10/2018","12,762.1","12,762.1","12,837.9","12,724.3","7.95M","0.00%"
"08/10/2018","12,762.1","12,686.4","12,837.9","12,648.5","5.74M","0.30%"
"05/10/2018","12,724.3","12,875.7","12,951.5","12,724.3","11.05M","-1.18%"
"04/10/2018","12,875.7","12,686.4","12,951.5","12,686.4","8.40M","1.49%"
"03/10/2018","12,686.4","12,875.7","12,875.7","12,572.8","5.16M","0.60%"
"02/10/2018","12,610.7","12,762.1","12,800.0","12,497.0","13.79M","-1.19%"
"01/10/2018","12,762.1","12,913.6","13,027.2","12,762.1","8.51M","-1.17%"
"28/09/2018","12,913.6","12,875.7","13,065.1","12,837.9","9.99M","0.59%"
"27/09/2018","12,837.9","12,837.9","12,913.6","12,762.1","7.77M","0.00%"
"26/09/2018","12,837.9","12,875.7","13,027.2","12,800.0","7.70M","-0.29%"
"25/09/2018","12,875.7","12,951.5","13,103.0","12,875.7","10.56M","-0.88%"
"24/09/2018","12,989.4","13,065.1","13,140.8","12,989.4","7.41M","-0.29%"
"21/09/2018","13,027.2","12,837.9","13,027.2","12,800.0","19.26M","1.78%"
"20/09/2018","12,800.0","12,686.4","12,837.9","12,648.5","9.17M","0.90%"
"19/09/2018","12,686.4","12,724.3","12,837.9","12,648.5","7.39M","0.00%"
"18/09/2018","12,686.4","12,497.0","12,686.4","12,459.2","6.37M","0.90%"
"17/09/2018","12,572.8","12,762.1","12,762.1","12,572.8","5.04M","-1.48%"
"14/09/2018","12,762.1","12,648.5","12,837.9","12,648.5","10.93M","0.90%"
"13/09/2018","12,648.5","12,497.0","12,800.0","12,459.2","16.90M","1.52%"
"12/09/2018","12,459.2","12,572.8","12,610.7","12,459.2","7.83M","-0.30%"
"11/09/2018","12,497.0","12,383.4","12,572.8","12,383.4","10.29M","0.61%"
"10/09/2018","12,421.3","12,648.5","12,648.5","11,663.9","8.32M","-1.80%"
"07/09/2018","12,648.5","12,383.4","12,648.5","12,383.4","6.56M","2.14%"
"06/09/2018","12,383.4","12,875.7","12,951.5","12,345.6","8.36M","0.01%"
"05/09/2018","12,381.8","12,480.6","12,612.3","12,250.1","14.60M","-1.05%"
"04/09/2018","12,513.5","12,809.9","12,842.8","12,447.7","18.11M","-2.81%"
"31/08/2018","12,875.7","13,073.3","13,073.3","12,809.9","13.02M","-1.51%"
"30/08/2018","13,073.3","12,974.5","13,073.3","12,908.7","12.79M","1.02%"
"29/08/2018","12,941.6","12,941.6","13,007.5","12,777.0","14.02M","1.03%"
"28/08/2018","12,809.9","12,809.9","12,908.7","12,777.0","15.67M","0.26%"
"27/08/2018","12,777.0","12,842.8","13,007.5","12,777.0","9.66M","0.00%"
"24/08/2018","12,777.0","12,579.4","12,941.6","12,480.6","23.12M","1.57%"
"23/08/2018","12,579.4","12,480.6","12,612.3","12,414.7","9.16M","1.06%"
"22/08/2018","12,447.7","12,513.5","12,645.2","12,414.7","13.75M","-0.26%"
"21/08/2018","12,480.6","12,085.4","12,480.6","12,085.4","15.68M","3.27%"
"20/08/2018","12,085.4","12,151.3","12,283.0","12,019.6","9.87M","-0.27%"
"17/08/2018","12,118.3","12,118.3","12,381.8","12,118.3","9.60M","0.00%"
"16/08/2018","12,118.3","12,118.3","12,250.1","11,854.9","20.36M","-0.54%"
"15/08/2018","12,184.2","12,414.7","12,546.4","12,151.3","18.37M","-1.33%"
"14/08/2018","12,348.9","12,645.2","12,645.2","12,348.9","10.12M","-1.57%"
"13/08/2018","12,546.4","12,283.0","12,546.4","12,118.3","22.30M","2.14%"
"10/08/2018","12,283.0","12,118.3","12,283.0","11,920.8","15.00M","1.36%"
"09/08/2018","12,118.3","12,085.4","12,381.8","12,085.4","18.29M","0.27%"
"08/08/2018","12,085.4","11,723.2","12,085.4","11,690.3","18.48M","3.38%"
"07/08/2018","11,690.3","11,624.4","11,789.0","11,492.7","10.14M","0.85%"
"06/08/2018","11,591.5","11,690.3","11,789.0","11,492.7","7.22M","-0.85%"
"03/08/2018","11,690.3","11,789.0","11,986.6","11,690.3","11.44M","0.00%"
"02/08/2018","11,690.3","11,690.3","11,723.2","11,426.8","13.81M","0.00%"
"01/08/2018","11,690.3","11,789.0","11,887.8","11,558.5","10.24M","-0.84%"
"31/07/2018","11,789.0","11,854.9","12,019.6","11,723.2","12.66M","-0.83%"
"30/07/2018","11,887.8","11,756.1","12,019.6","11,723.2","10.47M","1.40%"
"27/07/2018","11,723.2","11,525.6","11,822.0","11,492.7","13.01M","2.30%"
"26/07/2018","11,459.7","10,076.7","11,756.1","10,076.7","19.21M","2.35%"
"25/07/2018","11,196.3","12,348.9","12,348.9","11,196.3","13.60M","-3.41%"
"24/07/2018","11,591.5","11,756.1","12,348.9","11,361.0","13.33M","-1.40%"
"23/07/2018","11,756.1","12,151.3","12,184.2","11,756.1","15.09M","-2.99%"
"20/07/2018","12,118.3","11,657.3","12,118.3","11,393.9","27.10M","3.95%"
"19/07/2018","11,657.3","11,920.8","11,920.8","11,591.5","19.25M","-2.21%"
"18/07/2018","11,920.8","11,854.9","12,019.6","11,525.6","13.24M","1.69%"
"17/07/2018","11,723.2","11,822.0","11,822.0","11,163.4","15.59M","3.19%"
"16/07/2018","11,361.0","11,361.0","11,591.5","11,262.2","11.45M","0.88%"
"13/07/2018","11,262.2","10,899.9","11,361.0","10,208.4","11.97M","3.32%"
"12/07/2018","10,899.9","11,525.6","11,525.6","10,504.8","12.61M","3.76%"
"11/07/2018","10,504.8","10,998.7","11,031.6","10,208.4","21.33M","-5.90%"
"10/07/2018","11,163.4","10,867.0","11,262.2","10,834.1","9.85M","2.73%"
"09/07/2018","10,867.0","10,867.0","11,229.2","10,801.1","13.93M","0.61%"
"06/07/2018","10,801.1","9,549.8","10,801.1","9,549.8","23.85M","9.70%"
"05/07/2018","9,846.2","10,307.2","10,537.7","9,714.4","15.03M","-6.56%"
"04/07/2018","10,537.7","10,043.7","10,537.7","10,043.7","12.53M","3.23%"
"03/07/2018","10,208.4","10,998.7","11,196.3","10,076.7","22.40M","-6.91%"
"02/07/2018","10,965.8","11,723.2","11,723.2","10,801.1","20.83M","-6.46%"
"29/06/2018","11,723.2","11,920.8","12,118.3","11,690.3","9.21M","-1.38%"
"28/06/2018","11,887.8","12,348.9","12,348.9","11,822.0","15.41M","-3.73%"
"27/06/2018","12,348.9","12,842.8","12,908.7","12,348.9","8.17M","-3.10%"
"26/06/2018","12,744.0","12,941.6","12,941.6","12,645.2","6.78M","-1.53%"
"25/06/2018","12,941.6","12,875.7","13,238.0","12,546.4","8.53M","-0.25%"
"22/06/2018","12,974.5","12,546.4","13,007.5","12,348.9","8.01M","3.14%"
"21/06/2018","12,579.4","13,007.5","13,007.5","12,546.4","4.81M","-3.05%"
"20/06/2018","12,974.5","12,842.8","13,106.3","12,711.1","8.85M","1.03%"
"19/06/2018","12,842.8","13,106.3","13,106.3","12,151.3","26.25M","-2.01%"
"18/06/2018","13,106.3","13,633.1","13,764.9","13,073.3","15.42M","-3.63%"
"15/06/2018","13,600.2","13,435.6","13,699.0","13,238.0","9.99M","1.72%"
"14/06/2018","13,369.7","13,666.1","13,830.7","13,369.7","11.53M","-2.17%"
"13/06/2018","13,666.1","13,731.9","13,896.6","13,501.4","7.10M","-0.24%"
"12/06/2018","13,699.0","14,489.3","14,489.3","13,303.8","21.08M","-2.35%"
"11/06/2018","14,028.3","14,225.9","14,423.5","13,929.5","12.54M","-1.16%"
"08/06/2018","14,193.0","13,962.4","14,291.7","13,929.5","11.24M","1.65%"
"07/06/2018","13,962.4","14,258.8","14,357.6","13,962.4","15.83M","-2.08%"
"06/06/2018","14,258.8","13,731.9","14,324.7","13,600.2","17.21M","3.84%"
"05/06/2018","13,731.9","13,830.7","13,929.5","13,600.2","14.25M","-0.71%"
"04/06/2018","13,830.7","13,172.1","13,830.7","13,007.5","16.84M","3.70%"
"01/06/2018","13,336.8","13,172.1","13,567.3","12,974.5","16.41M","1.25%"
"31/05/2018","13,172.1","12,645.2","13,172.1","12,579.4","10.81M","4.17%"
"30/05/2018","12,645.2","13,007.5","13,073.3","12,612.3","9.26M","-2.29%"
"29/05/2018","12,941.6","10,735.3","13,040.4","10,735.3","14.26M","8.56%"
"28/05/2018","11,920.8","13,007.5","13,106.3","11,854.9","20.17M","-9.50%"
"25/05/2018","13,172.1","13,501.4","13,666.1","13,139.2","10.23M","-2.44%"
"24/05/2018","13,501.4","13,731.9","13,731.9","13,468.5","4.13M","-1.21%"
"23/05/2018","13,666.1","13,567.3","13,666.1","13,238.0","8.64M","0.97%"
"22/05/2018","13,534.3","13,830.7","13,830.7","13,205.0","14.68M","-2.61%"
"21/05/2018","13,896.6","14,193.0","14,258.8","13,896.6","5.80M","-1.40%"
"18/05/2018","14,094.2","14,127.1","14,291.7","13,534.3","8.22M","-0.23%"
"17/05/2018","14,127.1","13,995.4","14,357.6","13,995.4","6.15M","-0.23%"
"16/05/2018","14,160.0","14,588.1","16,102.9","14,160.0","11.96M","-3.37%"
"15/05/2018","14,654.0","14,686.9","14,917.4","14,489.3","8.76M","0.45%"
"14/05/2018","14,588.1","14,522.3","14,686.9","14,324.7","3.76M","0.68%"
"11/05/2018","14,489.3","13,962.4","14,555.2","13,666.1","11.98M","3.77%"
"10/05/2018","13,962.4","14,621.0","14,752.8","13,830.7","13.78M","-4.50%"
"09/05/2018","14,621.0","14,950.4","14,950.4","14,522.3","9.00M","-2.20%"
"08/05/2018","14,950.4","15,147.9","15,213.8","14,917.4","8.21M","-1.30%"
"07/05/2018","15,147.9","14,390.5","15,147.9","14,357.6","13.18M","5.50%"
"04/05/2018","14,357.6","14,324.7","14,555.2","14,225.9","8.90M","0.23%"
"03/05/2018","14,324.7","13,040.4","14,423.5","13,040.4","11.22M","3.57%"
"02/05/2018","13,830.7","14,160.0","14,193.0","13,666.1","8.11M","-0.94%"
"27/04/2018","13,962.4","12,052.5","14,489.3","12,052.5","14.17M","4.43%"
"26/04/2018","13,369.7","14,654.0","14,654.0","13,336.8","22.12M","-8.56%"
"24/04/2018","14,621.0","14,686.9","14,950.4","14,225.9","11.12M","-0.23%"
"23/04/2018","14,654.0","15,938.3","16,070.0","14,489.3","24.73M","-7.48%"
"20/04/2018","15,839.5","15,806.5","15,905.3","15,609.0","10.48M","0.84%"
"19/04/2018","15,707.7","15,806.5","16,135.8","15,543.1","15.02M","-2.45%"
"18/04/2018","16,102.9","16,300.5","16,563.9","16,037.1","9.83M","-1.21%"
"17/04/2018","16,300.5","16,004.1","16,300.5","15,905.3","9.48M","1.85%"
"16/04/2018","16,004.1","15,938.3","16,168.8","15,707.7","8.46M","0.21%"
"13/04/2018","15,971.2","16,465.1","16,596.9","15,938.3","9.42M","-2.81%"
"12/04/2018","16,432.2","15,839.5","16,432.2","15,839.5","10.95M","2.25%"
"11/04/2018","16,070.0","16,629.8","16,761.5","16,070.0","19.37M","-3.37%"
"10/04/2018","16,629.8","16,860.3","16,992.0","16,498.1","13.82M","-1.17%"
"09/04/2018","16,827.4","16,794.4","16,959.1","16,596.9","10.55M","0.39%"
"06/04/2018","16,761.5","16,432.2","16,926.2","16,399.3","16.70M","2.21%"
"05/04/2018","16,399.3","16,201.7","16,399.3","16,135.8","11.95M","1.43%"
"04/04/2018","16,168.8","16,135.8","16,399.3","16,102.9","10.80M","0.20%"
"03/04/2018","16,135.8","16,201.7","16,300.5","15,971.2","10.86M","-0.41%"
"02/04/2018","16,201.7","15,411.4","16,201.7","15,411.4","13.28M","5.35%"
"30/03/2018","15,378.4","15,147.9","15,444.3","15,147.9","6.35M","0.21%"
"29/03/2018","15,345.5","15,543.1","15,543.1","15,345.5","6.19M","-0.64%"
"28/03/2018","15,444.3","15,609.0","15,674.8","15,378.4","6.91M","-1.26%"
"27/03/2018","15,641.9","15,674.8","15,905.3","15,543.1","10.04M","0.42%"
"26/03/2018","15,576.0","15,147.9","15,576.0","15,016.2","8.55M","2.83%"
"23/03/2018","15,147.9","15,477.2","15,477.2","14,654.0","19.55M","-2.13%"
"22/03/2018","15,477.2","15,773.6","15,839.5","15,411.4","17.89M","-1.88%"
"21/03/2018","15,773.6","15,938.3","16,070.0","15,641.9","19.09M","-1.03%"
"20/03/2018","15,938.3","15,641.9","15,971.2","15,477.2","13.82M","2.98%"
"19/03/2018","15,477.2","15,267.7","15,477.2","15,147.9","16.33M","2.58%"
